user_name,place_id,place_name,rating,review_text,review_time
MUKILAN S,ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,5,"One of the best looking waterfalls, recently undertaken by forest department, no plastics are allowed within 500m radius, no shops inside for food anymore. The railings are removed and the falls is far more easily accessible now. One of the best place to visit during season",6 months ago
shotsby_senthil,ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,5,"From car parking to falls take around 1km hill walk else auto or bus available frequently.. u can access.. big car parking,   fruits and tea shop available... when I visit less waters flows..",5 months ago
Mohammed Nayeem,ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,3,"It is not as good as five falls. It is very narrow compared to five falls. Moreover you have to walk quiet a long distance leaving your vehicle back.
Autorickshaw charge anywhere between 80 to 100 rupees.",7 months ago
Pooshan d,ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,4,Good falls. Not much of rush. People were less compared to other falls. No shops nearby. It’s recommended to take autos because it will take some distance to visit from parking,7 months ago
Hassan Sowkath,ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,5,Cool spot especially for kids. But now you have to go by auto or govt bus for the final few kms. Theres plenty of auto (Fare is 100) and frequent bus trips (fare is 10 per person). And a huge parking space for your vehicles on the boarding point.,7 months ago
Pooja Devi,ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,5,"The “Spa of South India” — truly refreshing!
Kuttalam is one of the most beautiful and popular waterfall destinations in Tamil Nadu. The water here feels so pure and cool — bathing under the falls is a refreshing experience that relaxes both body and mind. Surrounded by lush green Western Ghats, the place looks magical, especially during the monsoon season.

There are several falls nearby — Main Falls, Five Falls, Old Falls — each with its own charm. The area also has plenty of local shops, snacks, and herbal oil massages that make the visit even more memorable.

A perfect place for a family trip or weekend getaway! 🌿💦🌧️",5 months ago
STELLA SHARON,ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,5,"Five Falls in Courtallam is a refreshing and beautiful natural destination that truly lives up to its name. The waterfall splits into five streams, creating a scenic and calming atmosphere, especially during the monsoon and post-monsoon season. The water feels very refreshing and is believed to have natural medicinal benefits, making the experience even more special.
The place is well-maintained with basic facilities like changing rooms, restrooms, and parking, which makes it convenient for families and tourists. The surrounding greenery adds to the charm and makes it a great spot to relax and enjoy nature.
It does get crowded during weekends and holidays, so visiting early in the morning is recommended for a more peaceful experience. During heavy rains, bathing restrictions may be imposed for safety, which is understandable.
Overall, Five Falls is a must-visit attraction in Courtallam for nature lovers. A perfect place to unwind, enjoy the cool waters, and spend quality time amidst nature.",3 months ago
saravanan manohar,ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,4,"Courtallam Five Falls is a beautiful and refreshing spot surrounded by nature. The water flow is strong and clean, especially during the season, and bathing here feels very relaxing. The area can get crowded during weekends and festival days, so visiting early in the morning is better for a peaceful experience.

The place has parking facilities, but the toilets and dress-changing rooms need improvement and better maintenance. Overall, it’s a great spot to enjoy nature, but some basic facilities could be developed to make the visit more comfortable.",6 months ago
#beardless_tripy venkateshprasath,ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,5,not require any entry tickets and there is plenty of space available for car parking small crunchy bites and snack stalls are also available nearby the water is completely natural and very cold which makes the bathing experience refreshing there are separate bathing areas for men and women which is good for privacy and safety it is a suitable place for families and friends to enjoy together the surroundings are full of greenery and the sound of the waterfall adds to the relaxing atmosphere it is a perfect spot to enjoy nature and spend a fun time...🥳😁✨️,4 months ago
Gowri Shankar,ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,5,Very big natural herbal water fall in south India and big in tamilnadu. Many tourist around india visiting to take natural bath.  There are many falls in the town. Several can spend 1 - 2 days take only bath in natural falls in the town. Very refreshing and stress release. Post bath must visit kutralanathar sivan temple associated with falls as history.,8 months ago
Hari Trivedi,ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",5,"Arulmigu Kasi Viswanathar Temple
Located in Tenkasi, which means “Southern Kashi,” this temple was built in the 15th century by Parakrama Pandyan of the Pandya dynasty.
The king established this temple as a southern equivalent to Kashi Vishwanath Temple so devotees could receive the blessings of Kashi without traveling to Varanasi.
The presiding deity is Lord Shiva as Kasi Vishwanathar (Lord of the Universe), and Goddess Parvati as Ulagamman, meaning Mother of the World.
The temple features a majestic 7-tier Rajagopuram with intricate carvings reflecting classic Pandya architecture.
It is believed that worship here gives spiritual merit similar to visiting Kashi.
Surrounded by the serene Western Ghats, the temple offers a peaceful and powerful spiritual atmosphere.",a month ago
Raghu B,ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",5,"Hi 👋 I am from Bengaluru and I visited this Beautiful Temple on 26/02/26.
1)Arulmigu Kasi Viswanathar Temple, also known as Pancha Kashi.
2) Temple Timings is from 6AM to 12.30 PM & from 4PM to 8.30PM.
3) Temple is located about 700mts from Old Bus Stand.(Walkable)
4) Located about 1.2kms from Railway station take 🛺 for 80rs..
5) By your own Vehicles Just follow Google Maps.
6) Parking place is available around the Temple.
7) Lots of Hotels/ Shops are available for Pooja items, Food but for  Accommodation little bit Difficult because of less Hotels.
8) Mobile Phones are Not Allowed inside the Temple but it's not Strict so plan Accordingly.
9) Drinking water, Foot ware Stand is Available.
10) U can carry your Bag 🎒 inside the Temple.
11) Wheele chairs 💺 are available.
12) Temple was Built by Pandyan ruler Parakrama Pandyan in the 15th century, the temple was conceptualized to serve as a spiritual equivalent to Varanasi in the north. 13)This monumental undertaking ensured that devotees could receive the merits of a Kasi pilgrimage without traversing the entire subcontinent.
14)The temple complex, an exceptional example of mature Dravidian architecture, features a sprawling layout and towering structures, establishing its profound cultural and religious significance as a hub of the late Pandya empire.",a month ago
Ramesh Kumar,ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",5,"The Architectural 'Southern Kasi'

Historical Overview:
The history of Tenkasi ('Southern Kasi') is inseparable from this magnificent temple dedicated to Lord Shiva as Kasi Viswanathar. Founded by the devoted Pandyan ruler Parakrama Pandyan in the 15th century, the temple was conceptualized to serve as a spiritual equivalent to Varanasi in the north. This monumental undertaking ensured that devotees could receive the merits of a Kasi pilgrimage without traversing the entire subcontinent. The temple complex, an exceptional example of mature Dravidian architecture, features a sprawling layout and towering structures, establishing its profound cultural and religious significance as a hub of the late Pandya empire.

Review:
As a pilgrimage from this nation who seeks out those rare sites where engineering and divinity perfectly align, I must confirm that this is a truly mesmerizing location. For a first visit, the sheer scale is overwhelming, immediately setting it apart. The architecture, particularly the colossal, seven-tiered Rajagopuram, is an absolute masterpiece—a unique feature I bet you simply won't find replicated anywhere else in its artistry and execution.

What elevates the spiritual experience here is the atmosphere. We had a wonderfully calm and peaceful darshan, a rarity these days in major historic South Indian temples, making us feel genuinely blessed. Beyond the deity, one must pause to admire the incredible architectural intelligence on display. The way the Rajagopuram entrance manages air flow—generating two distinct, opposite drafts in the same passage, creating a subtle, vacuum-like buffer space right at the entry point—is a marvel of ancient Vastu and engineering. It's an ethereal experience that literally feels like the temple is breathing.

This temple is not just a place of worship; it's a structural genius's dream and a must-visit for anyone seeking peace, architectural inspiration, and a truly authentic and unhurried spiritual moment. I’m already eager to plan a return.

Critical Architectural Insight:
The famous, intricately sculpted 180-foot Rajagopuram, completed in 1990 after a historic fire, is a modern reconstruction that beautifully honors the classical Dravidian style. When you enter, pause directly beneath the towering arch. Feel the unique dual-stream airflow—this subtle, natural air conditioning effect is a testament to the brilliant, almost lost science of temple construction. Plan your visit during non-peak darshan hours (early morning or late afternoon) to fully appreciate the profound quietude and the architectural grandeur in comfort.

Thennadu udaya sivane potri!!! Om Nama sivaya!",5 months ago
Athulya Vijayan,ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",5,"Visiting Tenkasi Kasi Viswanathar Temple was a truly blessed experience. The temple is peaceful and majestic, and the atmosphere is deeply spiritual. had the rare opportunity to witness the night ritual, where Lord Shiva is taken to the Amman shrine before being ceremonially put to rest - it felt serene and uplifting. The calm surroundings and this unique ritual made the visit unforgettable. A short visit here leaves you feeling blessed, peaceful, and connected to tradition.",4 months ago
Raj P,ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",5,Aha! Fell in love with this Temple town. Temple aura offers such as serene vibes that didn't feel to leave this place. Same is with the town as well. One of the places where I wished to settle and live happily 😊,2 months ago
Raghu B,ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,5,"Hi 👋 Namaste I am from Bengaluru and I visited this Beautiful Waterfalls on 26/02/26.
1) Located just Backside to Coutralanathar Temple.
2) 800mts from Coutrallam Bus Stand.
3) Parking place is available for all Vehicles just 500mts away from Falls..
4) Own Vehicles can come to falls using Google Maps.
5) U can take Bath below Water Falls
6) Gents & Ladies are allowed to take Bath Separately.
7) Don't trow Plastic or clothes anywhere near the Falls.
8)Courtallam Waterfalls, often called the “Spa of South India,”
9)It's is a refreshing destination famous for its natural medicinal waters.
10) The waterfalls here flow through forests filled with herbs, and locals believe the water has healing properties.
11)There are multiple falls like Main Falls, Five Falls, Old Falls, and Tiger Falls each with its own charm.
12)The place is lively, especially during monsoon (June–September), when the waterfalls are at their best.
13)Bathing under the falls is a unique experience as the water pressure feels like a natural massage.
14)The surrounding market adds to the vibe with fresh fruits, herbal oils, and local snacks.
15)Overall, Courtallam is a must-visit if you love natural baths, scenic landscapes, and a mix of culture with nature. Best visited with family or friends for a rejuvenating trip.",a month ago
Hari Trivedi,ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,5,"Courtallam Falls is a beautiful and refreshing waterfall surrounded by lush green hills and a peaceful natural atmosphere. The water flow is especially amazing during the monsoon season, making it a perfect spot to enjoy a natural bath. The area is generally open from early morning to evening, and safety arrangements are usually in place for visitors. Overall, it’s a wonderful place to relax, refresh your mind, and experience the healing touch of nature.",a month ago
Akhilesh Prajapati,ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,5,"The moment I saw Coutrallam Waterfalls, the first thing that came to my mind was the Baahubali movie scene where Baahubali climbs the massive waterfall. The height and the way the water rushes down the mountain truly give that epic feeling. It’s powerful, scenic, and really impressive to watch.

That said, the place is usually crowded, especially on weekends. You also need to walk a little to reach the waterfall, but the path is manageable.

One good thing is the surrounding facilities. There’s a market nearby where you can shop for local items, and restrooms are available, so basic needs are taken care of.

Overall, it’s a great place to visit and experience the waterfall, but be prepared for heavy crowds if you go on weekends.",2 months ago
Shibin AS,ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,3,"The waterfall is beautiful and refreshing, especially during the rainy season. The natural surroundings make it a nice spot to relax and enjoy some time away from the city. However, it gets very crowded, and the facilities and crowd management could be better. Overall, it’s worth a visit for the view and experience",4 months ago
Narayanamurthy Subramanian,ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,5,"The waterfalls at the Main Falls is excellent and gives a feel of serenity.  Even during 20th Jan 2026 there is good flow and enough force.  We really enjoyed taking showers at the Main Falls. Also we had the darshanam of Kutraleeswarar. A very nice and sweet experience.

We have taken lunch at Sri Maduram which is quite good.",3 months ago
Senthil Kumar Manickam,ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,4,Temple is divine and especially this one blows ones mind with the intricate architecture and sculpture… the unexplainable wind in the main tower is beyond science and a wonder of it’s own kind. I had a great feel of peace of mind inside the temple and was kinda disturbed by the guard inside the front tower for collecting mobiles only from selected tourists and not from local visitors. When questioned he returned back my mobile but the response was even more pathetic stating some silly reasons and not sure who will take measures for such kind of uncouth act.,6 months ago
Abhishek Anil,ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,5,"Visual beauty.
What an architecture.
No restrictions freely walk, take pictures.
Like other temple's there will be no restrictions for dressing.
Clock room available.
Only drawback is parking space.",4 months ago
SESHA SRINIVASA MURTHY PUTREVU,ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,5,"Arulmigu Kasi Viswanathar Temple, Tenkasi is one of the most prominent Shaiva temples in Tamil Nadu, located in the town of Tenkasi near the Western Ghats. The temple is dedicated to Lord Shiva worshipped as Kasi Viswanathar, with Goddess Ulagamman as his consort. It is popularly known as the “Kasi of the South,” as legend says that devotees who could not travel to Varanasi (Kasi) could worship here and receive the same spiritual merit.
The temple was built in the 15th century by King Parakrama Pandya of the Pandya dynasty. The most striking feature of the temple is its majestic nine-tiered Rajagopuram, rising to a height of about 180 feet, making it one of the tallest temple towers in Tamil Nadu. The gopuram is richly adorned with detailed sculptures depicting scenes from Hindu mythology.
According to legend, a sacred Shiva Lingam from Kasi was installed here after divine intervention, leading to the name Tenkasi (Southern Kasi). The temple is also closely associated with the holy Chittra Sabhai and sacred theerthams.
Major festivals such as Masi Magam, Aadi Thapasu, and Shivaratri are celebrated with great devotion. The temple stands as a fine blend of spiritual significance, history, and Dravidian architectural grandeur.
Great Architectural n engineering marvel of this Rajagopuram is that if devotees who enter the temple are pushed to the inside of the temple by the air. At the same time if devotees who are coming out are being pushed out side by the air at the same time.  This is the power of the temple",3 months ago
Subrata B,ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,5,"The Tenkasi Viswanathar Temple is a spiritually powerful and architecturally magnificent Shiva temple, often referred to as “Dakshina Kasi” (Kasi of the South).

Dedicated to Lord Shiva as Viswanathar and Goddess Parvathi as Ulagamman, the temple offers a deeply serene and divine experience.",3 months ago
Shravan Srinivasan,ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,5,Beautiful temple.. intricate architecture very peaceful and beautiful. So well constructed. There is some parking for bikes right outside the temple. Temple has just one gopuram but this side even srivilliputhur is also similar. The govt folks are adamant that you leave your mobile in the locker for Rs 5. But that's good cos you don't see any posers,4 months ago
Raghu B,ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,5,"Hi 👋 Namaste I am from Bengaluru and I visited this Beautiful Temple on 26/02/26.
1) Temple is called Arulmigu Thirukumaramalaisamy Temple.
2) Located in a village called Panbozhi,  3) Temple is Located on top a hill in the Tenkasi district.
4) Temple is located about 13kms from Tenkasi Bus Stand.
5)This temple offers a perfect blend of spiritual serenity and breathtaking natural beauty.
6)The panoramic view of the lush green coconut plantations and the Western Ghats from the hilltop is spectacular.
7)It's a paradise for nature lovers and photographers.
8)The stone carvings are exquisite—especially the massive peacock etched into the side of the stairs & The golden 'Om' symbol flanked by colorful peacocks is a great spot for a peaceful moment.
9)You can reach the top via the 625 steps (which is a great climb) or take the motorable road that goes right up to the temple.
10)The temple is well-maintained and carries a very positive vibration. It is also known as a 'Vishakha Nakshatra' temple, making it very special for many devotees.
11) People who are coming on there own Vehicles can go upto Temple just by paying 50/30/20rs..for Bus/Car/Bike below the hill.
12) Google Maps will take you exactly to the Temple itself.
13) People coming from Bus or Train u should come to Tenkasi well connected by Road and Railway Line.
14) From Railway station or Old Bus stand come to New Tenkasi Bus Stand
15) From Tenkasi New Bus stand u will get Govt and Private Bus directly to Temple hill Bottom.
16) From Hill Bottom 2 ways to reach by climbing Steps (650) or By Temple Mini Van 10rs per person.
17) Small shops are available for Pooja items and for Snacks.
18) No Accommodation is available better to stay in Tenkasi or Sengottai..
19) Drinking water, Washrooms r available above hill also
Footware Stand is available at Bottom
of the hill.
20) Free Lunch is available every day from 1PM onwards.
21) Number of Films are shouted in front of Temple and below the Temple also PUSHPA film was also filmed here only.",a month ago
Rijas Galleria,ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,5,"We visited Arulmigu Thirumalai Kumaraswamy Temple during our bike trip from Trivandrum district to Tenkasi, and the experience was truly memorable and spiritually refreshing.

The journey itself was beautiful, with pleasant climate, fresh mountain air, and scenic surroundings that made the ride enjoyable. Reaching the temple gives a strong devotional and peaceful vibe, perfect for those seeking spiritual calm away from city life.

There is a bike entry pass charge of ₹20, which is very reasonable. The parking area is well-maintained and spacious, making it convenient even during busy hours. The road leading up to the temple is smooth and offers excellent wide views of the surrounding hills and nature, which is a treat for bikers and nature lovers.

The temple premises are clean and well organized. The atmosphere is deeply devotional, and the location on the hill adds a divine charm. From the top, you can enjoy breathtaking panoramic views, making this place not just a religious destination but also a perfect spot for photography and peaceful moments.",3 months ago
Pratheesh Harish,ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,5,"I recently visited Arulmigu Thirukumaramalaisamy Temple in Panbozhi, and it was a truly soul-stirring experience. Located atop a hill in the Tenkasi district, this temple offers a perfect blend of spiritual serenity and breathtaking natural beauty.
The panoramic view of the lush green coconut plantations and the Western Ghats from the hilltop is spectacular. It's a paradise for nature lovers and photographers.
The stone carvings are exquisite—especially the massive peacock etched into the side of the stairs. The golden 'Om' symbol flanked by colorful peacocks is a great spot for a peaceful moment.
You can reach the top via the 625 steps (which is a great climb) or take the motorable road that goes right up to the temple.
The temple is well-maintained and carries a very positive vibration. It is also known as a 'Vishakha Nakshatra' temple, making it very special for many devotees.",3 months ago
Ramesh Kumar,ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,5,"Thirumalai Kumaraswamy Temple, Panpoli – The Breathtaking Hilltop Retreat

Historical Significance (The Hilltop Murugan):
The Arulmigu Thirumalai Kumaraswamy Temple, a sacred hilltop shrine nestled in Panpoli near Sengottai in the Tenkasi district, is a remarkable example of Dravidian hill architecture dedicated to Lord Murugan. Situated at an elevation of around 330 meters in the lush Western Ghats, this temple is revered as a Vaippu Sthalam, praised in ancient Tamil hymns, and holds special significance for devotees born under the Vishakha Nakshatra. Legend connects the site to the great Sage Agasthiar, who is said to have received darshan from Lord Murugan here, adding profound spiritual depth to its stunning natural location. The temple has long been a major pilgrimage site, but thanks to its recent popularity boost, it's now firmly on the global traveller's map.

The Global Reviewer's Experience:
As a reviewer who judges destinations on their ability to offer both spiritual enlightenment and visual spectacle, I can confirm: this spot is truly mesmerizing, and I'm already eager to plan a return!

My journey was a simple detour while en route to Courtallam and Tenkasi, yet this temple stole the show. It’s gained massive recognition recently—and rightly so—after being used as a shooting location for the globally famous Pushpa movie (and I'm sure it'll be prominent in Pushpa 2). While the cinematic connection was the initial pull, the two surprises that followed are what made the trip unforgettable.

First, the realization that this beautiful hill has been a backdrop for numerous Tamil movies over the years. You can practically feel the cinematic history in the air! Second, and most beautiful, was the sheer ambience. Wow! I can still feel the chillness of the breeze now. Surrounded by the majestic Eastern Ghats, with the dam glittering below and endless stretches of green rice fields blanketing the valley, the views are picture-perfect at every turn. We were lucky enough to even catch a glorious rainbow arcing across the hilltop—a moment of pure, divine magic.

The road winding up the mountain, though small, felt like a scenic tour itself, offering one stunning vista after another. We absolutely revealed in the refreshing breeze, the panoramic views, and the sacred atmosphere. Unfortunately, because we visited in the afternoon, the temple was closed, and we missed the darshan. But honestly, the pilgrimage was complete just by experiencing the surroundings.

A Note on Cleanliness and Responsibility:
I must address one truly disheartening sight. It was truly horrible to see so many discarded plastic covers, bottles, food waste, and even slippers dumped, making parts of this beautiful, sacred spot resemble a dumpyard. We need to be mindful when visiting common areas, particularly a revered pilgrimage site like this. Did we keep garbage around our own deity? Let’s exercise a basic sense of responsibility before pointing fingers at the government or temple administration—the root cause of this mismanagement is often the visitors themselves.

Final Verdict:
I strongly recommend this temple to all travellers jamming the famous Courtallam falls: please carve out some time to visit Thirumalai. You’ll find a level of peace, beauty, and history here that makes it an essential stop on any South Indian itinerary. We'll definitely be back for that darshan!",5 months ago
Sarath kumar S,ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,5,"Peaceful and calm temple with a very positive atmosphere. Thirumalai Kovil is surrounded by nature, and the place feels quiet and relaxing. The temple is well maintained, and the surroundings add to the spiritual experience. A nice place to spend some peaceful time and for anyone looking for a calm temple visit.",3 months ago
Starlet Esther,ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,5,"On Monday, I visited Agasthiyar Falls along with my family, and it turned out to be a refreshing and memorable experience.
Parking facilities are available, which makes it convenient for visitors. From the parking area, we had to walk a little to reach the falls. The short walk itself was enjoyable, surrounded by greenery and fresh air.
Since it was a Monday, there was not much crowd, which made the place even more peaceful. Once we reached the falls, the sight of the cascading water amidst the natural surroundings was truly soothing. We enjoyed a relaxing bath in the cool, clean water — a perfect way to unwind and refresh.
There are rooms available for changing clothes, which is very helpful for families. The entire place feels like resting in the lap of nature, with hills, trees, and the pleasant sound of flowing water creating a calm atmosphere.
Monkeys can be seen around the area, which adds to the forest charm — but visitors should be careful with their belongings.
Overall, it was a wonderful family outing filled with relaxation, nature, and joy. A perfect destination for those who love peaceful natural spots and simple pleasures.",2 months ago
Kannan Ramachandran,ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,5,"Amazing views and the water flow was good as well.
Entry fees is 20₹ when you come inside the forest check post.
Parking is good. You can park multiple cars and vans.
People who come beware of the monkeys in the parking area.

Please don't throw diapers and other plastic items (shampoo, soaps, etc) near the waterfalls. It is our responsibility to protect the nature. I am requesting everyone 🙏 If you are reading this kindly spread this thought to others as well.

Just enjoy the nature and relax. Don't spoil it.",2 months ago
srivenkatbabu sinnasami,ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,4,Best place to enjoy in waterfall. Lot of parking area. Pls reach before 3 PM. U have lot to see inside the area. Must watch is agasthiyar temple which u need to walk for 10 to 15 min above. Not too tough to walk. But careful while going with kids. Some safety issues are there.,6 months ago
Smruthi Vinayak Rengan,ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,5,"Agasthiyar Falls in Tenkasi district is a literally 'live-in-heaven' kind of place one must visit in their lifetime. Although path to reach can be maintained by local authorities, once you enter the main falls area you would never want to leave. Falls is less crowded compared to Courtrallam and perfect for a peaceful nature break.",3 months ago
Ramchandar Umasankar,ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,1,They charged for vehicle. Very narrow road.. actually there was no road... don't know why they are charging for. No restrooms. Security guards are at the entrance only not beyond that.. some people were smoking and stalking look while we were bathing in the falls. Zero maintenance.,3 months ago
Ganesh M,ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,5,"Wonderful waterfall... Worth to visit...  Palaruvi Waterfalls – The Stream of Milk in the Western Ghats

Nestled gracefully in the lush folds of the Western Ghats near Aryankavu in Kerala’s Kollam district, Palaruvi Waterfalls is one of the most enchanting natural treasures of South India.  the water cascading down from a height of about 300 feet, you will understand why. The white, frothy water tumbles down the rocky cliff like flowing milk, creating a breathtaking spectacle that captivates every visitor’s heart.

Surrounded by dense tropical forests, misty hills, and the soothing sounds of chirping birds, Palaruvi offers an escape into pure serenity. The journey to the waterfall itself is magical. As you travel through winding roads bordered by rubber plantations and evergreen trees, the cool breeze carries the earthy scent of the forest. The anticipation builds with every step closer to the roaring sound of falling water.

When you finally reach the waterfall, the sight is both powerful and calming. The water crashes onto rocks below, forming a refreshing pool where visitors can enjoy a natural bath. The area is well-maintained and safe for families, making it a popular destination for tourists, nature lovers, photographers, and adventure seekers alike. The cool mountain water is believed to have medicinal properties due to the herbs and roots it flows over in the forest, adding to its charm and significance.

Palaruvi is not just about the waterfall; it is about the entire experience. The surrounding forest is rich in biodiversity, home to various species of plants, butterflies, and birds. During the monsoon season, the waterfall becomes even more majestic, with increased water flow creating a thunderous yet mesmerizing display of nature’s strength. In contrast, the post-monsoon and winter months offer a gentler flow, ideal for bathing and relaxing.

The atmosphere around Palaruvi is filled with peace and positivity. The mist rising from the falls creates a dreamlike aura, especially when sunlight filters through the trees, forming tiny rainbows in the spray. It is a place where one can forget the noise of the world and reconnect with nature’s simplicity. Whether you are standing close to feel the splash on your face or sitting quietly on a rock listening to the rhythm of the water, every moment spent here feels rejuvenating.

Palaruvi Waterfalls is more than just a tourist attraction—it is a reminder of nature’s raw beauty and timeless grace. A visit here is not just a trip; it is a refreshing journey for the soul, leaving behind memories as pure and beautiful as the waterfall itself.... Don't forget to visit....",a month ago
Sarath kumar S,ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,4,"Beautiful waterfall surrounded by greenery. The place feels fresh and peaceful, and the water is really refreshing. It’s a nice spot to relax, take photos, and enjoy nature. Best time to visit is when the water flow is good. Definitely worth a visit.",3 months ago
G T G,ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,5,"We recently visited Palaruvi Waterfalls, and it was an amazing experience! From the ticket counter, it’s about a 3 km ride to the falls, and visitors are taken there by the park’s bus service since private vehicles aren’t allowed. The waterfall offers a stunning view, and bathing in the cool, refreshing water was truly enjoyable. There are changing rooms available for women, which is very convenient. The area does have quite a few monkeys, so it’s best to keep an eye on your belongings and avoid taking food outside. The place wasn’t too crowded, making it perfect for a peaceful trip with family or friends.",5 months ago
Pooja Devi,ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,5,"A must-visit natural wonder!
Palaruvi Waterfall is truly one of the most beautiful waterfalls in Kerala. The name “Palaruvi” means “Stream of Milk,” and it perfectly describes the white, misty flow of the water. The journey through the forest is scenic, peaceful, and full of greenery. The water is cool and refreshing — perfect for a quick dip!

The place is well-maintained with separate areas for families and ladies to bathe safely. There’s also a small parking area, restrooms, and a ticket counter managed by the forest department. The best time to visit is during or right after the monsoon when the waterfall is in full flow.",5 months ago
Anu,ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,5,"Beautiful and Refreshing Waterfall – Must Visit!

Visited Palaruvi Waterfalls and it was a wonderful experience! The view of the waterfall is absolutely stunning, and the sound of the water with the natural greenery around makes it a very refreshing spot. The water is icy cold and clean, straight from nature!

It was quite crowded when I went, especially around the bathing area. Only a small portion is open for bathing, so it gets very rushed, especially on holidays or weekends. I didn’t get into the water due to the crowd, but I think weekdays would be less crowded.

🎟️ Ticket Details:

Adults – ₹70

Kids (above 5 years) – ₹35

Kids below 5 – free

🚍 They provide a bus from the ticket counter to the waterfall, as personal vehicles are not allowed near the falls.

🚗 Parking area is available at the ticket counter itself.

The place felt very safe and well-managed, with friendly staff ensuring proper security and cleanliness.

🌿 Overall, a great spot to connect with nature. Highly recommended, especially on weekdays!",4 months ago
