user_name,place_id,place_name,rating,review_text,review_time
arunprasath m,ChIJGdrFgPSFBjsRhm_nL3wfsO8,Kadayanallur Karuppanadhi Dam,4,"Nice place to visit, beautiful nature, but cops not allowing to see dam.",9 months ago
Dr. Ramamoorthy Ramu,ChIJGdrFgPSFBjsRhm_nL3wfsO8,Kadayanallur Karuppanadhi Dam,5,It's wonderful place in tenkasi District.,8 months ago
Anoop kamal,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,5,"I had a nice experience visiting Thenmala with my brother. We selected the leisure ticket, which allows you to walk around the park. Inside, you can see monkeys, flowers, wild squirrels, sculptures, and views of the Kallada Dam in the area.
There are many packages available in Thenmala, so make sure to check before you go. Activities like trekking, adventure activities, and boating are also available. It’s a really nice place to visit and enjoy nature.",2 months ago
Dark Wizard,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,5,"Spent the day at the Thenmala Leisure Zone and it was a great experience. The entire place has such a serene beauty that really helps your mind feel calm. I loved the walk through the trees; they’ve placed benches quite thoughtfully so you can actually sit back and enjoy the silence. There’s plenty of wildlife too—lots of birds, butterflies, and the monkeys near the Thookkupalam made the visit pretty interesting. It’s a solid spot to visit with family or friends if you’re a nature lover looking for some peace",2 months ago
Anfas Salim,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,5,"Visiting Thenmala Ecotourism was an unforgettable experience — truly one of the finest places I have visited in Kerala. Nestled amidst the lush greenery of the Western Ghats, the setting feels calm, serene and beautifully natural. The air is fresh, the surroundings silent, and you immediately sense how far removed you are from city life.

The scenic beauty of the forest, the tranquil waters of the reservoir, and the harmonious blend of nature and thoughtful eco-tourism make Thenmala a perfect escape. There are plenty of adventures on offer if you choose — from gentle treks and boating to exploring forest trails and wildlife zones — yet there are also quiet corners where you can simply sit back and soak in the peace.

Whether you are a nature lover, an adventure seeker or someone just longing for rest and quiet, Thenmala delivers. It’s a place where nature’s beauty and tranquility meet thoughtful design — ideal for a rejuvenating getaway.

Highly recommended for anyone looking to unwind, reconnect with nature and enjoy a beautifully calm retreat.",5 months ago
SREE KUMAR A,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,4,"A good destination to plan a day out with family. It has multiple facilities to keep us engaged for a full day. They have a car parking facility which can accommodate few cars. However parking would not be problem as cars can parked even by the roadside. The ticket rates are reasonable, and they accept UPI transactions. They have a children's park and butterfly park, which would be of interest to the children. A toy train is also available. The deer rehabilitation centre and leisure zone with dam view provides a nature walk. Few activities including boating, roap climbing, shooting, roap way, are available in the adventure zone.

Few shops are available near the ticket counter which sell essentials like water, snacks etc. A restaurant is also available inside the campus.

Though enormous area is available, a serious lack of proper maintenance or adequate upgradation was felt.

Overall it was a very refreshing experience.",6 months ago
G T G,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,4,"Thenmala Ecotourism offers a variety of activities for visitors. There is an entry fee, and each activity requires an additional charge. At the ticket counter, we were informed that the butterfly park currently has very few butterflies, so we decided to skip it. We then visited the children’s park, which has a toy train for kids available for an extra fee. Unfortunately, the park was not well maintained — many sculptures were damaged, the paint was fading, and several installations were in poor condition.

The musical fountain, however, was pleasant and stood out as one of the better attractions. Overall, the place has great potential but would benefit significantly from better maintenance and upkeep.",5 months ago
ArJuKa,ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,4,"The view from the top is absolutely stunning, featuring lush green paddy fields and a magical sunset in the evening. It is a wonderfully peaceful, uncrowded spot, perfect for relaxing and enjoying the incredibly strong and refreshing wind. The site also features a unique touch, a few large rocks painted with the faces of Tamil film actors, which felt like a charming mini-tribute to Kollywood. Overall, it’s a great spot for anyone who loves nature, movies, and a calm vibe.",5 months ago
Shibu shibs,ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,3,"Anniyan Para View Point is a beautiful and peaceful place with a stunning view of the surrounding paddy fields. The scenery is calm and refreshing, making it a great spot for nature lovers and photography. The viewpoint offers a wide, open landscape that feels untouched and serene.

However, visitors should be aware that there are no shops or facilities nearby, so it is important to carry enough drinking water and essentials in advance. Also, unfortunately, broken liquor bottles are scattered in some areas, which can be dangerous. Please be careful while walking, especially if you are visiting with children.

Overall, it is a lovely place to enjoy nature, but visitors should come prepared and be cautious to ensure a safe and pleasant experience.",3 months ago
Anilkumar Mk,ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,5,"Anniyan Parai View Point near Tenkasi, town in Tamil Nadu, is famous by its name after the film annyan shooted here. It is a scenic location known for beatiful atmosphere. Nestled in the foothills of the Western Ghats, this viewpoint  experience nature’s beauty in its purest form. The area is surrounded by lush greenery, rolling hills, and picturesque landscapes, and agricultural land",4 months ago
Adv. A V AVIJITH,ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,5,"The view from the top is just stunning, you can see the  lush green paddy fields and in the evening the sunset was magical. ✨

There are a few big rocks painted with Tamil film actors’ faces , felt like a mini tribute to Kollywood.
It’s a peaceful place, not crowded at all, which made it perfect for relaxing and just sitting quietly. The wind was super strong and refreshing!

Only downside is there’s no proper sitting area or shops around, so carry water. And yeah, saw some broken glass here and there — people really need to stop littering. 😐

But overall, a great spot if you love nature, movies, and calm vibes.",9 months ago
Shibin S S,ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,4,Nice place for site seeing.. can experience the natural beauty of paddy fields and lake.,6 months ago
abdul ajeeze,ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,4,"Good experience and everyone must try one time,  zipline and rain dance was most liked for me. Especially family with kids can enjoy one day spending here. However you need to book in advance for jeep safari.",7 months ago
World Of Mathematics,ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,5,"It's a good experience I had their. All rides and games are super. My child enjoy very much and she is too happy. The staffs of this amusement park are so kind and helpful. A staff meena had a guided us. She is very good and polite.feel to be happy to visit this amusement park. Also take combo offer while visiting there .
Thank you for the team work and making our day beautiful 😍",2 months ago
Saravanan V,ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,4,"This park is budget oriented, family based, simple & neat place . Our children's are really enjoyed for this every ride.",3 months ago
Kasi Rajan,ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,5,This place is very nice.. full day enjoyed my family.. my favorite and best experience game for land zorbing  and  adventure game  human gyro  vera level 😍,4 months ago
Maragatham J,ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,5,The arrangement was too good. All staff takes care of our children well. Food was delicious. Games was very interesting and more thrilled. All staff engaged well. They spent their whole days with us with their smiling faces. All staff takes care of our children very well. Hospitality was very good and it was appreciated. The price was too affordable.  Overall it is a fun filled trip for us.,2 months ago
Nithish Narayanan,ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,5,"You can see all the sculptures which is like a bit of trek with prosperly layed out stones or can just go straight and enjoy the dam / hanging bridge view .
Ticket has to be bought in ecotourism office",3 months ago
Aswin Maxwrist,ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,4,"Was a bit skeptical while buying ticket as if its a waste of time then our other plans wouldn't happen. But trust me its worth visiting. May take around 30m to walk and c the entire place. The hanging bridge is the highlight but even the sculptures, forest like ambiance and i was able to spot a mountain squirrel and forest hen as well.",7 months ago
GOVIND K,ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,5,"We have to take the tickets at thenmala ecotourism spot.
They place is good for walks with family and friends.
The geenery and the river flowing from dam alongside the walkway is good spot for relaxing.
The hanging bridge is also good spot, only things is only 5 people are allowed at a time on the bridge. So can expect wait time sometimes.",3 months ago
Beryl Rose,ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,3,"The place has a lot of monkeys. very few staff. There are a lot of sculptures most of which are dinosaurs. It's a small trek. You can see a lot of plants, flowers and bamboos. A nice view of the dam is offered. One side of the bridge is closed and has nothing to offer, which is disappointing. The condition of some structures are concerning.

If you are for a small nature walk, this place is perfect. Else its not worth it.",11 months ago
Sivashankar R,ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,5,It's a quiet beautiful scenic place. Relaxing for hours is guaranteed. No plastic or polythene waste is seen . Highly near and clean. Long walk in the garden. Dam view. Sculptures was amazing and thrilling in the middle of trees. We plan this as a last location of the days trip . As we r tired we enjoyed the refresment what we absolutely need after a long walk day around other activities.,3 months ago
Divya Krishnan,ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,5,"If u want to get away from the noise and pollution of city, this is the right place to go. The air is absolutely pure which will keep u energetic throughout the day. The food is a awesome homemade. Safari and trekking are the best timepass. Jus to get lost in woods with no 📲 no 📺. Don't think twice",7 months ago
David Viniston,ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,5,"“காடும் காற்றும் குரலாய் பேசும் கலக்காடு — where silence roars in green”
Visited during post-monsoon — the forest was lush, alive, and cinematic.
Spotted peacocks, langurs, and wild boars — no tiger, but the thrill was real.
Trekking through tribal villages and misty trails felt like walking through a nature poem.
The sanctuary’s biodiversity is unmatched — birdsong, waterfalls, and green tunnels.
Perfect for family trips, drone creators, and poetic souls.
💬 Review by David Viniston",6 months ago
Ramesh Sundarrajan,ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,4,"Spent 2 nights absolutely off the grid in very lush and tranquil environ. Safari and trekking were good options to enjoy. The amenities were basic but well handled by a very efficient team. Food, locally prepared was very enjoyable. One suggestion: acco maintenance should get better attention from the forest department.",4 months ago
Prakash Kumar,ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,5,"Large spread across jungle.. Not so famous..
Borders TN and KL..
Their jungle jeep safari is good, takes you to dam and a view point...",a year ago
Senthil kumar,ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,3,"This place is worth a visit. But don't choose for a stay in Mundanthurai Stay. The place is not dense forest or anything to get a forest stay experience. So it's not worth the money spent in the room.

The forest officers were so kind and the food was awesome also for affordable price.",2 years ago
srivenkatbabu sinnasami,ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,5,Best place to enjoy the waterfall.  U have to drive for 10 min from checkpost.  Few parking place but always not crowded.  Changing room is also good for ladies compare to other area as per my wife.,6 months ago
shyam sundar,ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,2,"Too much of crowd , too much of vehicles, no proper crowd and traffic management. Better to visit during week days than weekend",4 months ago
Yuva Ranjitha,ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,5,U can go to the falls first next dam. Beautiful place. It's a prodigious dam. It's also a less crowded place. U can dive in nature and pure air.,11 months ago
Vinoth Kumar,ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,5,"If you're looking for a stunning natural site seeing location, then this place is for you! Located in a picturesque setting, this spot offers breathtaking views of the surrounding hills and valleys.

The dam outlet is a great place to relax and enjoy the scenic beauty of the area. You can take a leisurely walk around the dam and enjoy the view from various angles.

The water flowing out of the dam creates a mesmerizing sight, and you can spend hours just admiring the natural beauty around you.

The best part about the place is that it's easily accessible by road, making it a convenient day trip destination. Whether you're a nature lover or just looking for a peaceful escape from the hustle and bustle of city life, this place has something for everyone.

Overall, I highly recommend visiting for its stunning view and serene atmosphere. It's definitely one of the most beautiful places I've visited in the area, and I'm sure you'll love it too!",3 years ago
Kumaresan Lakshmanan,ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,4,"One of the best place for nature lovers. Waterfall, Check dam, forest ride, beautiful small temple near to forest have to do small treak to reach the temple. Amazing.",a year ago
சுரேந்தர் குமார்,ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,5,Recently we took Best picture in between the dam centre. We went sunset time' wow it's was mind blowing treatment for my heart and eye's,3 months ago
shotsby_senthil,ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,5,"Nice vibe place , car parking available,  walk like bit to reach the dam .. boating available in this place , min speed boat , per boat 15 members i think , 50 or 100 rs not reminding, it take 20-30mins ride .. nice experience ve can see some birds..",5 months ago
Writer and Traveller,ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,5,"Beautiful place. There’s no entry ticket or any charges. However, car parking isn’t available, so you have to park wherever you find space. Walking along the dam walls was a great experience. I saw some people swimming, but I wouldn’t encourage that as it could be dangerous. Overall, it’s a nice place to visit.",3 months ago
Dinesh E,ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,5,Boating is 50rupes only for dam round apart auto available from railway station. Near by many branches river available you can spend time with your family.,6 months ago
Selva Selva,ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,5,"The Gundar Dam is a reservoir located at the foothills of the Western Ghats, near Courtallam and Tenkasi in the Tenkasi district. It is also an important tourist destination in the Tenkasi district. This reservoir was constructed in 1983 to meet the irrigation needs of the then Tirunelveli district. Gundar is a natural reservoir. The length of this reservoir is 389 meters, and its height is 36.10 meters. This reservoir is a medium-scale irrigation project. The construction work of this reservoir began in 1979 and was completed in 1983. The capacity of this reservoir is 25 million cubic feet.",3 months ago
Josh 11,ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,5,Every hill is beautiful  because it shows us how fractional we are to the world.,4 months ago
SREENATH,ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,4,Thrilling experience but trucking at your own risk the place was just awesome,5 months ago
Cradby Cruizer,ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,5,Nice place.its not well established spot... So it's a hidden place. It's possible for elephant or other wild animals in there.so risk is yours. Heavy wind and you can see tamilnadu from the top of this rock... It's beautiful seaneary,10 months ago
Adarsh A,ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,5,"Rajathottam View Point is an absolutely stunning location tucked away in the hills near Thenmala. The view from the top is surreal — endless green valleys, mist-covered peaks, and the towns below look like tiny dots. The silence here is something rare… just the wind, rustling grass, and the occasional call of a bird.

The road leading up is narrow and a bit rough, but totally worth it if you love offbeat nature spots. On the way, you pass clove plantations and thick forest trails. The final stretch requires a short hike (nothing too difficult), but the reward is one of the best panoramic views I’ve seen in South India.

Tip: Try to visit early in the morning or just before sunset. Also, carry water and snacks — there aren’t any shops nearby. Locals are friendly and may even offer guidance if you ask politely.

Perfect place for peace seekers, photographers, and nature lovers. Highly recommended if you’re visiting Palaruvi or Thenmala!

📍 Location: Near Palaruvi Waterfalls
🕒 Ideal Time: Sunrise or Sunset
🚙 Accessibility: Jeep or bike-friendly, last stretch needs light trekking
📸 Must-bring: Camera, water bottle, light snacks",9 months ago
Adarsh P Deep,ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,5,"One of the best trucking experience of my lifetime. It’s best to climb with your friends. The view is only visible during summer season, but the climate is awesome in winter season or rainy season. It’s an amazing experience and when you are on the top, you will feel like you will fly away in the wind. This is the second fastest wind blowing location in Kerala, experience mind blowing old people are not recommended to climb this as this include 80° climb in rock. The top station gives us an amazing experience and all the inclining the hill is washed away in the view. I really love this and will do it again, some other time, I kindly advise people to not bring any plastic to this place. If you bring, please take it back with you. Do not disturb the nature. What will you teach other is lock this place up",a year ago
Karthick,ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,4,"It has some basic facilities like Auto stand,taxi stand,nearly restaurants,lodges,vehicles security places. etc.... but they are not maintained properly. Particularly ro water system has goes to completely failure condition. Sameway bathroom maintenance very very worst. Please be arrange another way to these facilities.",5 months ago
Bharani T,ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,4,Closer to Railway station . Well built with good facilities but  can be maintained better. Good thing that Auto Rikshaw Stand inside for pickup and drop. Note that some local minibus are stopping at old bus stand which is quite far from this new bus stand.,2 months ago
abhishek vijayan,ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,3,The place is located at the centre of Tenkasi from where buses to all neighboring states can be caught. Only the issue is difficulties in finding the correct parking area of the desired bus. Especially for non - tamils as there are limited English sign boards.,9 months ago
praveen kumar Raja,ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,4,Big roads and many shops out side bus stand. Just too much mosquitos there.,2 months ago
Prakash Ntk,ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,4,"The Tenkasi New Bus Stand is generally well-regarded for being spacious and clean, with a good location for various routes. However, some older reviews mentioned a lack of basic amenities and cleanliness issues, though recent reviews highlight its planned construction and cleanliness. It is noted for its accessibility, including wheelchair-accessible parking.",6 months ago
Sajin Murali,ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,5,"A place of natural beauty. Once you reach the top of the rock, you will wonder if this earth was ever so beautiful. It is also a Muslim pilgrimage center. You should climb the mountain with all etiquette. Never climb the mountain while drunk.",2 months ago
Deepak S,ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,5,"Thangalpara is famous for the huge rock and the dargah of the sufi saint. You need to climb around 900m to reach the top. The climb is not strenuous and it's mostly on smooth rock, but it's pretty steep in some places. Best to avoid of it's rainy / slippery. You see amazing panoramic views of the hills, valleys and tea plantations from atop, and would recommend going at least once to be mesmerised by the view. No tickets for entry though.",3 months ago
Mohammad Muneeb,ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,5,"It's a must visit place if ur in vagamon
There will be a huge stone up there when u climb and u will have a nice experience in it
One thing to make sure is to wear a proper sport shoe with proper grip so that u can easily climb up and come down without slipping away",2 months ago
NIDHIN KUMAR,ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,4,"Overall, the experience here is truly wonderful and the views are breathtaking. The climb to the top can be a little challenging, but once you reach, the scenery is absolutely worth it. On cloudy days, with cool winds blowing through, the atmosphere feels magical. Definitely a must-visit spot if you’re anywhere near this area",8 months ago
Vishnupriya V,ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,5,"Grewt experience in the mountains climbing and great view of the big stone and the kabar
“Thangal Para is a peaceful hilltop in Vagamon, known for its huge rock and the dargah of a Sufi saint. The place is surrounded by green meadows and misty hills, making it both a spiritual and scenic spot. Standing there feels calm and refreshing, with a wide view of valleys that truly capture the beauty of Vagamon.”",7 months ago
George Arunsowriraj,ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,5,"Very nice water falls with 500 mts trecking . You can park your vehicles near by ticket counter . For cars 75 rupees and per person adult 50 rupees. Tickets payments done only by GPay. They I’ll not accept cash. You won’t get internet in mid of jungle, need to connect with their WiFi and have to pay the ticket charge, it I’ll take some time. It’s very nice experience .",4 months ago
Abdul Rahman,ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,5,"Located between Tamil Nadu and Kerala, Manalar Waterfalls is a seasonal, slow-moving waterfall in the Western Ghats. It is also known as Achankovil Falls. At 70 feet, it provides an amazing view after the monsoon season. It tops the list of stunning waterfalls in Kerala as Kumbhavurutty never fails to captivate tourists. You can hear the gush of the waters even as you drive there. Steps have been carved into the rocks to help visitors climb to the top of the waterfall.

Due to the proximity of the waterfalls to the Konni forest, many wild animals can be seen there too. The Kerala Forest Department has also established an eco-contact centre which is run by the Manalar-Kumbhavurutty Vana Samrakshana Samithy. The area is popular among trekkers.",6 months ago
Mohammed Saabiq,ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,4,"I had a great time at Kumbhavurutty Falls. The short walk through the forest was enjoyable, and the waterfall was worth it—calm, refreshing, and a lovely place to spend some time. The car parking fee is ₹75, which felt a little bit high, but overall, the experience was memorable.",7 months ago
sathya sachinism,ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,4,"Visited kumbhavurutty falls in weekdays. The Nature, Smell of Herbs, Atmosphere makes rejuvenate my body & soul.. Must visit place. Its located near Achankovil & around 28kms from sengottai... ❤️❤️❤️",3 months ago
Velayutham Raja,ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,4,This waterfalls is located in a high dense forest and  we need to walk 500 meters. Entry fee Rupees 50 per person. Visited on today even Monday the falls have high crowded with decent quantum of water.   Suitable for all. Seen Peacock and Monkeys.,8 months ago
Insane_Alastor,ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,4,"Really Nice Place. Cool and Great Environment. Btw people bath under the waterfalls(I didn't know till I visited it).
Make sure to Visit on Weekdays and in Morning or Evening as it's pretty crowded. Moreover There is no service and Be aware of Monkeys.",a year ago
Manjunatha Balakrishna,ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,5,"Reserve Forest is so beautiful and roads are well maintained. Guards will be there all over

Beautiful scenery while travelling.

I love to travel in train on these forests.

Check post police is strict and it's good for nature.

Lack of good restaurants.

Palaruvi water falls is so enjoyable.",2 years ago
Vishnu Kala,ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,5,"Superb place to visit and enjoy. In God's own country Thenmala forest is one of the most beautiful place in ethnic beauty. Dams, Resorts, hills, water falls, wild animals, boating, tree houses etc. Everyone must visit.",6 years ago
Azhar Muhammed,ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,5,"It's a wonderful experience there. We can do numerous things there.

Trekking is the best thing to there. It is less cost. The gaurds will come with us. It's available for one hour and 6 hours also. To explore better choose the 6 hours and try to reach there at 8 am.

The dam is very near to the reserve forest. It is only rupees 10 per person. We can went to the top of the dam to see a good view.

There is the adventure park which gives a cool experience. you can go for boating on the dam reservoir.

On the way to the thenmala reseve forest you can visit deer park and ottakkal lookout.

They allows good parking space for all areas.

Enjoy the nature without harming it.",3 years ago
Vigneshwaran Santharam,ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,5,A very beautiful place to hangout with your family or do a solo. Recommended spot to visit during August last week to October Mid week.,a year ago
Balaji Gunasekaran,ChIJDQL5k-0rBDsRO0l-ghJ0xPI,Gundar Private Falls,5,"You have to spend Rs 3500 for go to top falls also called as gate falls
If you go with your friend andit will be fun also enjoy drinks there because it is a private falls. The water is very pure and crystal clear.  Our friend gang went to 5:00 p.m. evening and come back at 7:30 p.m. night. We pay 3500  Rs the included ride to top of the fall from zeap.",3 years ago
RAJA,ChIJDQL5k-0rBDsRO0l-ghJ0xPI,Gundar Private Falls,5,Private falls are maintain well... But going to the falls in Jeep is nice trekking and a excellent experience... 🛻🛻🛻,a year ago
Subash,ChIJDQL5k-0rBDsRO0l-ghJ0xPI,Gundar Private Falls,5,You can enjoy your day with a trekking and bathing in a waterfall Safe and secure for Family Crowd too,2 years ago
Selvin Navaraj,ChIJDQL5k-0rBDsRO0l-ghJ0xPI,Gundar Private Falls,5,Kundar is far away from nearly 2kms with stone not metallic road. Super bathing but one disadvantage both are taking BATH on KUNDARU WATER FALLS ( MEN AND WOMEN.,2 years ago
Venkatraman Srinivasan,ChIJDQL5k-0rBDsRO0l-ghJ0xPI,Gundar Private Falls,5,Amazing place to visit. wonderful experience. Beautiful location.,a year ago
Wow Farm House,ChIJpyjnUcgqBDsRqKglR-rR6ic,Kannupuli Mettu Falls,5,"Many falls in this area... About 1km walk in steep road.... A walk but bikes and cars not allowed after the parking area..but manage to walk. I have seen many aged ladies and gent walked to enjoy the fall...
There is one public falls and many private falls where u need to pay Rs.1500 for pick and drop by Jeep... It's a bouncing ride many may enjoy the ride and takecare of oldies...
The private fall are amazing not rush and busy... But u will be allowed to take bath only 1hr... Then u call the drive to pick u.
Over all its a good one.",3 years ago
Bala,ChIJpyjnUcgqBDsRqKglR-rR6ic,Kannupuli Mettu Falls,5,Best experience in private falls. Enjoy with friends a lot. Better you can bring the food and drinks to this place. Only jeeb pickup and drop. Good to enjoy with group of friends. Approx rs 3500 per trip they charged for 8 members. Mostly mens are only allowed here. You will better Jeeb ride experience here. You could not forget atlest 1 month.,a year ago
anandtvl,ChIJpyjnUcgqBDsRqKglR-rR6ic,Kannupuli Mettu Falls,3,Good falls early morning 9 is better timing to bath. Afterwards crowd wil come. 15 jungle walk to reach this falls from gundaar dam. Nearby bustand and railway station is senkottai . Kutralam season time lots of crowd will come. Allowed upto eve 5,3 years ago
Joice Thinakaran,ChIJpyjnUcgqBDsRqKglR-rR6ic,Kannupuli Mettu Falls,2,"Public falls is not clean. For youngsters,the way to falls is good to walk but for elderly people I won't suggest walking.",6 months ago
Nirmalkumar R,ChIJpyjnUcgqBDsRqKglR-rR6ic,Kannupuli Mettu Falls,4,This place can be reach only by private jeep service. It is situated on the mountain. jeep journey was adventurous. For a trip jeep cost was Rs.1000. In this place body massage also available at a cost of 600 rupees.,8 years ago
Rahul Vs,ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,4,"The Thirumalai Kumaraswamy Temple, popularly known as Thirumalai Kovil, is a breathtaking hill temple located in Panpoli, near Sengottai. It is perched on a small hill (about 400 meters high) at the foot of the Western Ghats, near the Kerala border.
🏛️ The Divine Origin (Sthala Puranam)
According to legend, about 600 years ago, the presiding deity, Thirumalai Muthu Kumaraswamy, appeared in a dream to a priest named Poovan Battar.
The Message: Lord Murugan told the priest that his idol was buried under a bamboo bush in a place called Kottaithiradu.
The Sign: He was told that a line of ants would lead him to the exact spot.
The Discovery: The priest informed the King of Pandalam, and together they followed the ants, found the idol, and installed it at the current hilltop location.
The Scar: During the excavation, the idol’s nose was slightly damaged. To this day, you can see a small scar on the deity's nose. Because of this, it is a local tradition to name children Mookkan or Mookkamma (referring to the nose).
Feature Details
Steps 625 steps lead to the top (offering great views of coconut groves).
Accessibility There is now a motorable road for those who cannot climb.
Architecture Classic Dravidian style; the hill is said to be shaped like the ""Om"" symbol.
Distance ~5 km from Panpoli, ~8 km from Sengottai, and ~20 km from Tenkasi.",a month ago
Vighnesh Syam,ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,5,"Nestled amidst breathtaking nature, this temple offers a truly serene and spiritual experience that captivates all who visit. Surrounded by lush greenery and vibrant flowers, the scenic beauty enhances the temple's peaceful atmosphere, making it an ideal place for reflection and meditation. Visitors will find ample parking space, ensuring convenience for those traveling by vehicle. For those who prefer a more traditional approach, there are steps leading up to the temple, allowing for a contemplative journey to the sacred site. Additionally, a small fee permits close vehicle access, making it accessible for everyone, regardless of their preference. Whether you choose to walk or drive, the harmony of nature and the tranquil ambiance of the temple promise a fulfilling experience. It’s a perfect escape from the hustle and bustle of daily life, where one can connect spiritually and find solace in the beauty that surrounds them.",3 months ago
Sabari Nath Harshan Nair,ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,4,"Tirumalai Kovil is a beautiful and peaceful temple located in Tenkasi, The temple's location, perched beautifully on a hill, provides a spectacular vista and contributes to the truly very good ambience that permeates the entire area.

Be prepared that accessing the main sanctum involves climbing so many steps. It is a significant walk, so if you decide to take the stairs, remember to keep some water in hand to stay hydrated during the ascent. However, the spiritual reward and the sense of accomplishment once you reach the top are profound.

For convenience, the temple offers bus transportation from down to top, which will cost you ₹50. This is a great option as you can enter the temple skipping the steps and saving energy, especially for those traveling with family or with mobility concerns.

To fully enjoy the serenity and avoid the crowds and heat, I strongly suggest you must visit before 7-8 AM; this is a genuinely good time for darshan. Once you are at the summit, there is a small shop available, which is handy for refreshments or purchasing flowers for the deity.

This is truly a must-visit temple for its spiritual significance and breathtaking hilltop setting",2 months ago
