node1,node2,relationship_type,weight
place::ChIJYYLr_vB_BjsRgDn7xtJVMDQ,user::akhil_raj,reviewed,1.0
place::ChIJYYLr_vB_BjsRgDn7xtJVMDQ,user::muhassin_ps,reviewed,1.0
place::ChIJYYLr_vB_BjsRgDn7xtJVMDQ,user::nithin_sasikumar,reviewed,1.0
place::ChIJGdrFgPSFBjsRhm_nL3wfsO8,user::kathiravan_piramuthu,reviewed,1.0
place::ChIJGdrFgPSFBjsRhm_nL3wfsO8,user::sakthi_prabhu,reviewed,1.0
place::ChIJGdrFgPSFBjsRhm_nL3wfsO8,user::abdul_rahman,reviewed,1.0
place::ChIJGdrFgPSFBjsRhm_nL3wfsO8,user::arunprasath_m,reviewed,1.0
place::ChIJGdrFgPSFBjsRhm_nL3wfsO8,user::dr__ramamoorthy_ramu,reviewed,1.0
place::ChIJ2TouncYpBDsRX7hAWeaci8A,user::anton_antony,reviewed,1.0
place::ChIJ2TouncYpBDsRX7hAWeaci8A,user::sylvia_anita,reviewed,1.0
place::ChIJ2TouncYpBDsRX7hAWeaci8A,user::muthukrishnan_shenbagam,reviewed,1.0
place::ChIJ2TouncYpBDsRX7hAWeaci8A,user::jesu_kumar,reviewed,1.0
place::ChIJ2TouncYpBDsRX7hAWeaci8A,user::shyam_anton,reviewed,1.0
place::ChIJu6_7thuBBjsRVg9YNd4l0is,user::sudhakar_godwin,reviewed,1.0
place::ChIJu6_7thuBBjsRVg9YNd4l0is,user::t_srivarshan,reviewed,1.0
place::ChIJu6_7thuBBjsRVg9YNd4l0is,user::s_p_rajasingh,reviewed,1.0
place::ChIJu6_7thuBBjsRVg9YNd4l0is,user::yasar_ismail__yasar_kmr,reviewed,1.0
place::ChIJu6_7thuBBjsRVg9YNd4l0is,user::irsath_bismi,reviewed,1.0
place::ChIJKav0Do8pBDsRONXe_wPVWg4,user::rahul_vs,reviewed,1.0
place::ChIJKav0Do8pBDsRONXe_wPVWg4,user::vighnesh_syam,reviewed,1.0
place::ChIJKav0Do8pBDsRONXe_wPVWg4,user::sabari_nath_harshan_nair,reviewed,1.0
place::ChIJKav0Do8pBDsRONXe_wPVWg4,user::r_a_h_u_l_k_u_m_a_r,reviewed,1.0
place::ChIJKav0Do8pBDsRONXe_wPVWg4,user::divya_premsankar,reviewed,1.0
place::ChIJQ1jykPgqBDsRWh_K8EP8SzM,user::ansaf_muhammed,reviewed,1.0
place::ChIJQ1jykPgqBDsRWh_K8EP8SzM,user::ponsheela_m,reviewed,1.0
place::ChIJQ1jykPgqBDsRWh_K8EP8SzM,user::amirthaprakash_c,reviewed,1.0
place::ChIJQ1jykPgqBDsRWh_K8EP8SzM,user::anto_navis__techguy,reviewed,1.0
place::ChIJQ1jykPgqBDsRWh_K8EP8SzM,user::abdul_rahman,reviewed,1.0
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,user::shankar_mahadevan,reviewed,1.0
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,user::r_venkatesan,reviewed,1.0
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,user::satheesh_kumar,reviewed,1.0
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,user::siva_chidambaram,reviewed,1.0
place::ChIJF1I-4B8uBDsRBisQ2NN5OiQ,user::amol_mande,reviewed,1.0
place::ChIJTQ51yEc5BDsRchgzbmWedQM,user::arjuka,reviewed,1.0
place::ChIJTQ51yEc5BDsRchgzbmWedQM,user::gauthaman_ar,reviewed,1.0
place::ChIJTQ51yEc5BDsRchgzbmWedQM,user::srividhya_rajesh,reviewed,1.0
place::ChIJTQ51yEc5BDsRchgzbmWedQM,user::sailesh_babu,reviewed,1.0
place::ChIJTQ51yEc5BDsRchgzbmWedQM,user::shriram,reviewed,1.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,user::aby_mathew_rajan,reviewed,1.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,user::aneesh_antony,reviewed,1.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,user::sanoop_suresh,reviewed,1.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,user::anantha_krishnan_s_s,reviewed,1.0
place::ChIJ308m0RKDBjsRZ0cQTKNjysU,user::akhil_thomas,reviewed,1.0
place::ChIJs9Dr4fU5BDsRqbyRIkbSoBk,user::nathan_p,reviewed,1.0
place::ChIJs9Dr4fU5BDsRqbyRIkbSoBk,user::rajesh_kanna,reviewed,1.0
place::ChIJs9Dr4fU5BDsRqbyRIkbSoBk,user::prabaharan_p,reviewed,1.0
place::ChIJs9Dr4fU5BDsRqbyRIkbSoBk,user::jenil_karthick,reviewed,1.0
