place_id,place_name,category,rating,total_user_ratings,types,formatted_address,google_maps_url,summary,photo_name,photo_count
ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,hindu_temple,4.7,5079,hindu_temple|place_of_worship|association_or_organization|point_of_interest|establishment,"26PG+C65, Thirumalaikoil Rd, Thenpothai, Tamil Nadu 627807, India",https://maps.google.com/?cid=16298023323537104668&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Compact Hindu temple boasting picturesque panoramas of surrounding valleys & villages.,places/ChIJh_EnhcOABjsRHN91tNw1LuI/photos/Ab43m-ue-gceWkp2-1AXfXqeaE3_vXtznbfJxlteL6mZEpIjWBR4Vd-F6y3lg7K59r749MCWfLNwbnkP2k4UnIEO4NDlGsZM2DWV7Z8zDfTdcrxlQPLEnbcii50MtPf3TyKyriLOJ5gj1FMP6SvJ9ruMbVsFBWHZEO0U5z99JU42i-PpJ9GTXXm2HnYrMQhOVafjjg3RNyqj34w3ktUhhrj53qeIYl7HXJt_FG69hWBkWe0-C3CcXbTun0WZuXBt6pDqYuTzT3Di_qGORDZyZVLECpX4dYrPuaTvFbhhcC9oI_m1vfUxYeA9YQD6XreEn09d4PjL9K8EUlu_7iJub8tj6pglOYaDvtJ7QuaMtx8KtMUkMsk6biqDCPY2A0LjzM_cRNJHvFTWJimUJgVLAvYqpmJgl8JyWaYfrkMJV2DsQtqpPkyB,10
ChIJVwjgd1i0BzsRblc5epBLSdk,Karikadu View Point,tourist_attraction,4.4,4771,tourist_attraction|point_of_interest|establishment,"SH14, Elappara Road, Erattupetta, Vagamon, Kerala 686580, India",https://maps.google.com/?cid=15657128663428192110&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJVwjgd1i0BzsRblc5epBLSdk/photos/Ab43m-ubfVmBl5j4eXgY_cw3mMpD5xI9LYGCedTkQFuxA8e8AUdKmrov3P7q6CubaKCRs4e5SQvGw_UBxpcp03l7U7w030HylNt15SFeEaMDpTJF_3z5rN_6CsUQ35wa_Fqqne60UaceDBD1N3aHpUmSHBdg4087W_20tm7tqOSpmLxQLta94YMJAnUTfqwMiJy-79g0pQKkzsevkc68qQ3W3K3pKykg7ih_aJ8VkzqazhrcM2wd3GeqqqxhG_pa54lwt9QWQJ0tp3WJxtdE5fxWbbogYM8-ngQdg7Z-xL7-3dSbQ0lqibQce9x8ONcPXx67O5dLVQIsbbVZtnRUDGy0pQ8lUxuRPYTrDX6X2voXGfMSxnf8Cb-kL0OKV-z_Jshdtav44vjcmgw4swVvhkcidJ_n8ODH_Bshu6h_uEYzNnJh1w,10
ChIJ5U3FUsN6BzsRXLUT1A2krkE,Mannavanur Lake,tourist_attraction,4.6,3642,tourist_attraction|point_of_interest|establishment,"69F6+X6G Elumpallam Lake, Mannavanur, Tamil Nadu 624103, India",https://maps.google.com/?cid=4732900637712561500&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJ5U3FUsN6BzsRXLUT1A2krkE/photos/Ab43m-s1cfdQCSd1sZ7iTKdaMTefIxODO5PW9NWpML1Vsj1HIuYc1DhpxrYK6BTyj-BFlhO6BwVM1j9GM-SowWJ_oofLtOqU_A0eTc-hpRKaFJQrzcXzD5xBhsxJ2OogXoAkUIOVMd6vsT-s2UW1Sf5WaS3QO9K9GCH2i0omSFGve9vJr8mZtPjWZ8akhAS4tZkRTJWIyBrcEuFWUuHENR50ywmnbWJV_o0zrc4Ng6ZaP3Z0Z02E8hlWezrKYybwKa_i99vUa6c_n0pjdHnZEjdUGDCkGIIC4R5iHsYOejxn9RNS4b2_acOAuql1KEcQUbr1v-pZnG9zgHMjt4wzEGLpWJiTU76FbXahcD_XNvftWkomG8Q43oRxVBiYJD1Y2ZVJrZV5h-o9vzzSKu0PYAm9MCAqhml5CRL3CB1TE6pG5xNe8A,10
ChIJq_30syfHBTsRDN_ppvdu-Qw,Happyland Water Theme & Amusement Park,amusement_park,3.7,3418,amusement_park|tourist_attraction|point_of_interest|establishment,"Kuthirakulam P.O, Manikkal, Vembayam, Kerala 695615, India",https://maps.google.com/?cid=934900407592410892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Rides for kids & families, plus a water park with slides & a wave pool, in a hillside locale.",places/ChIJq_30syfHBTsRDN_ppvdu-Qw/photos/Ab43m-uB5POCulLm81Rg-J1-o33fYc6UGN-xYkMfpS9gd_GW5ls9SjbvUQnp5zeRciUhSe9cZlrxtJqbJ9PEBAb3LoNJiJ6E-AIItUjDr3WmJu400P08Kwhf3UnGD9B9z9Dgx0b0HtmSRpeDeNGkFSxf4Ppv7pJSPgQ7zMooi5SC7VTWA3vz7H6QIDh2X5L7Evg3LFmJE8s_FhmKv3WHthCxMdWcc7ZLyootBllTX8gWP-gvGdOzOEjiNVo2uQg9X-Wa-m4F_bgct4Uy23QZFFiOH0CW_urK8G_ik6IjtBV4H-jdaA,10
ChIJYX7Kl4vtBDsR039NLAJ_YqA,Sunset View Point,tourist_attraction,4.5,3377,tourist_attraction|point_of_interest|establishment,"Beach Rd, Kanniyakumari, Tamil Nadu 629702, India",https://maps.google.com/?cid=11556939241096052691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJYX7Kl4vtBDsR039NLAJ_YqA/photos/Ab43m-ssvBADxVIv4CSkFPx-cxSOB28BqTKL9uDjhFx6ynatZmhYcmORByv3eESXhrRzxsAW5KI18jSBbNeAzReG23lMTvpLgmlIV-rmdtgr7ijuLrYn-pws2LGBP1m-DL3cblxN6XXfC9TzLoXEc-uURhGiuzDtlu3eS0mqvEjQXUoUInz8_cL474uHnb8c-1xCw8SMoYyLEVfhq_u8kA3xZEj1OHfftccrPehfI27VVtWuIDqKUkRE9Cudh11qKXjWbCt2pEn2YcLJgXk40GlrwQZz8_EIrR0IVyRJPF6Nw_Z49w,10
ChIJw7X27VwpBDsREcsa7LVsoOo,Palaya Kutraalam,tourist_attraction,4.5,3321,tourist_attraction|point_of_interest|establishment,"V7XW+X8Q, Courtallam Slopes R.F., Tamil Nadu 627814, India",https://maps.google.com/?cid=16906632529754901265&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJw7X27VwpBDsREcsa7LVsoOo/photos/Ab43m-vaCXu1toYShb3FYim-qJvMIyH0M5siCXu6l618gd2ovEsMLvGfnusA4IPCcowjntCz7Ot4fWha3MhAwlN7XFSrdbS_Oc-oLIkHCk2qRPbbNEaaTFTEWNry49yUFqZ0uJQ3dLGjenIBiv22MhFtL6kkIbmy34724r3wgMJ-LFwmqNxMB1ndFrq01nCOQwEvJgIvKJnTzdjKG1cbGtC7mUZXNFPo1prYWT9CoQJoKShfS0aMXOUtRwDI5lquyjToBqTwz8ZZj3QD3R52zUIBLHoQCaDdlTvBlvrHs_4Qqe4rNr-zGblLI-GSIsljXwLJoIJLOPYYXJhWtsFtPPlopLYh7dmf2UNQBJehlu7mvMFby_az-G81fxCEHXp7RlBe7TXqbfjpVt951-OrdLFIcwrv7ZfpA8x1doWlIl7CyKWG2sXdXvG0BSEtsSLKMs4v,10
ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,tourist_attraction,4.3,3163,tourist_attraction|point_of_interest|establishment,"X339+MWX, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=16012855992222891453&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJ8YVwxCXWBTsRvT3uZ68XOd4/photos/Ab43m-spc2sMYmVqITvIgHW5knljzzdcFuB555y7KzbllOmdko_QXVWu64Xh2NnhPr2S-flZgzkpZGwzT3ue1lX9eyO7bRKiTiSAW7rAcLjcXzAhlTb6TdVSN57t5wQp-e_7IPULNWBYkQTuaI1h22MSnabMiCctz6Jb7GXrIQk6zF5FHt6ez2MYdWLC16XsXwHtFTXzYp0xnIu0sLaCCNXZwOAUMkvrD-9wZwOsUjgDDStGF071J2igHaXFLA8TYNAMO_tUeY_llc32ttbaqhxGCbwgrJB0XZ_0o8NBNXJE324QaZnVhSf0zPT8DQoQ9C_AbvZu7QWLBfk2xA6fpjsFjWsypQlAUCyiOW9CoHI3kmHvULJ4VIXtBxnbgNlkQzTyA1o981wQG0MrVy_i28fz8bS9oX5KKcZn2tcbln77bKHVKfsi,10
ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,tour_agency,4.1,2818,tour_agency|tourist_information_center|tourist_attraction|travel_agency|point_of_interest|service|establishment,"Thiruvanathapuram-Thenmala Road, Kollam - Punalur - Tenkasi, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=8543682283496477840&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Source for information on hiking, biking, boating & camping in the lush forests of Thenmala.",places/ChIJ0c7lGSrWBTsRkBSbPcVBkXY/photos/Ab43m-vTywMQGzc9HUPuxBuoSW1nuRL2Q18MnDXTfaZaAVc7LAigWa6sB8wWzeXYfpvfVRUA6SGq8tqLbV2tck-OgrkNGmkFpTd24NRs9q4CNTPDhw0HYybfX9HRA4T5DwcW1SPGPx_Hm8VTrpw8UsAfQb65pxl0lZrL8lhP_-9yhoKjrwPgylkfR-1L4XlnvjzFWMYgWwYtl6sqY3zLRgFaeje5NFy6Fu_c8DXdebH4efe_mxHi37qvXKgUDPWXZhr3HtZjdndDKhRMsDM7-3tSq5YZNJUENXySwcDjkLGWFAboeA,10
ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,tourist_attraction,4.6,2486,tourist_attraction|point_of_interest|establishment,"P937+JC, Papanasam, Tamil Nadu 627425, India",https://maps.google.com/?cid=11868212092985398515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJs-vSFNY3BDsR89RjoQRctKQ/photos/Ab43m-tLspoctkMkgTRWClrVjzoeE1V0WQRawRVhTd4NeDm_IBqOIGUz3AZjZDjtJ9ORiGCA7O4fHdEjbB_7sdz6HtOybOoGsOyXLrQ_7Lma1QtjGwSbYfPMV9YqMVwmDhBP7OHQxdpLc5iJHknsjWx5CKP_FfmSD80MHtjh1Ks3mRN7h0DAyr0sXTTrg1iAJGHAQZsaLBEIFl6-_EaJLJu3QTnHmXUnVt1W_FO-FKGHBcxHsv09Cq2YTLVNhT4RnmiHqIEqhTLrmJ9PL8NOING7tIc3-m0ghYp2ek_iIOqofiUjFEu2hRwmfNLCryTHI3NhCIn7yVH3BadHTFZNKcx5IodcKvd7kl6UvLf4ZCm5Ex9UJ7WtfppCuAjjuLH842bq4mDVtAdsBEIgP4UIPxdzNOTa-wVu5Rn1m7CV3-mQDV6Pqg,10
ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,childrens_camp,4.8,2403,childrens_camp|campground|tour_agency|travel_agency|lodging|service|point_of_interest|establishment,"Muttukkaranchavadi, Thoraipakkam, Chennai, Tamil Nadu 600097, India",https://maps.google.com/?cid=9235575640752110104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJD78c1f55TToRGLpH8xxbK4A/photos/Ab43m-uDxWm2CgqLfOzfVDVw4_6YmsTPImkBxwnecbpOBUlNC14gJYysWp53NAmx06R344FOVojT46w02eynBQQOQbHuk09K4xS2Kh7lgt4Q1e9HS-1ress4yya8QLZ6ND2o5bIv5QhtXS1Vj1trqE7CXa_K9NXVMLs-utZuBIo-IiyFDv3Pf0ptwsT9YmcuhiT-1vbnR-aJQ6q1cHPpbLOQSh_kol6wUnEjqfZaS7mQ0bR04cflrhxcuN-mm8_fzUrPdODyDr8Fe_CwHUjqJ8UE66VU6_Z61-22ZlkyuwfddCM8oA,10
ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,tourist_attraction,4.5,2208,tourist_attraction|hiking_area|sports_activity_location|point_of_interest|establishment,"MW85+65F, Vagamon, Kerala 685501, India",https://maps.google.com/?cid=9142745730036948744&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Pilgrimage site for Muslims featuring a huge rock & the tomb of a saint in a lush hilltop setting.,places/ChIJpYX5oKS0BzsRCF-SFs2O4X4/photos/Ab43m-u2t8mDlViIRZzubgpXjmkj1K54k7Hi-RA4UzUaRE8u7kFAlB78TnkHhuXRdoEzpgUkFFmG8EMjrBUUzWWkqhIn_MUmS-3WrMbpBJyNKjEsOEH0G6i3ruODwY7yrkTWITqQLnAWvvmn6AtaCVN-GsnKeqH9pEsX8xXeQKV_xqAckvdI7bUTV-kLVDm0zsnrZ65CU62lqc_7JRUYxzHxP8OlhH-jRi8D_j47WAycqdjMAnjvu6LH2x6y8G1TaVIoXB6vRf-uridCFScIwtoT2sYeYfjFhVG8MPClGDIcFGpts8_yNQ2Q67pvD2QF4bAotyu4wGLyKYrFN1zJ4Cd9hlgiV67jH9sJIgt7xUxxAFkVqyf9OaGb3gban6eQmkmr2kH48OVXOnsNdQrrTDeL8hUzFimk524RWsi61cue1y0,10
ChIJr_DnasZDBDsRdHpzZHl96h0,Kalakad Thalayanai,tourist_attraction,4.5,2205,tourist_attraction|park|point_of_interest|establishment,"GGG3+J6P, Kalakadu R.F, Tamil Nadu 627501, India",https://maps.google.com/?cid=2155673331980008052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJr_DnasZDBDsRdHpzZHl96h0/photos/Ab43m-siHw0e6fTTE3hb53PgLumaR2CWo2t5g4j67GHhs4RbcptPbRvBUl1a54zT0XGAwx56Wooem7bMQrGSjtwfM8y8DMi-aMlb-CtJQk5FLWkBK5W3KeVBkxZN_DP6kRD8zeeyCP7O9cR3T6I8go4EF4kaKf__eRruoIUNIaAVhGtY-Bu2kFkpuCOOXM7xHVEBZlnOmQudQ0x637otbhmLGILoHw4LWskyFB8-51Kxt8TeXGUsvuHaJhDeunJZfp2VltubCdBpeBpuK7aRDYZPbgOYZbl4CZIXR2Y3erdCjcBrXbtfuLBaJdRNk_95s1X__nHqbMBCfwRhQfMVTv1_dT1W7mMkprzp1QioeYZNDIdLoPgUsZqfSYkBQ4HFYE0Er4YgKbr9aczrrPhVKYyOAg7LgwfigOxC8isvduXX1SFYHg,10
ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,tourist_attraction,4.4,2182,tourist_attraction|point_of_interest|establishment,"248P+VR6, Rd to Palaruvi Waterfalls, Kerala, India",https://maps.google.com/?cid=17055655241192817436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Forest reserve with a dam, waterfall & lush hills offering a scenic setting for hiking & boating.",places/ChIJ1S7Asz1_BjsRHMPTvhPcsew/photos/Ab43m-uY6XZ2V8RQ8lNGJhnk_YTA4H4EQbiZ5SHYJJU20CdLu3aSp3UrGROIjU0GUp3tSce57u6PCU8qrCRGl91E8YtyzV4IhpmjTQXBQAYUUdmjVD7fjJkIMd-DDzTh4AiToLoqvTT2EE3Qv__xN3BPfkgDp0n5h5N_kNnYViY8FLi7KdhVfFXposy3AKp7m4RbYrRFXpjxa9F3SuHG0187-G5O8emTH9V0STidA3Tj0xHQqp_ZdLUH8cQJe1KpImdF6TscQuj0oRwq2mQbKNeyjz0Sn_ZRsGoXbzzwQXDaEZJCg386KBLEb6A0NZeAn0jrNW780lEfXbjj1ObQ0rHjjVzioFL3jbBD7CifXvgs8mFO01-9yy__RfOaJSgS-Xt6R4NaECVKK5AmWJDyKGiodyQVQzmjXVhtCyi3Bmt6GvRC1Reb,10
ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,tourist_attraction,4.1,2141,tourist_attraction|point_of_interest|establishment,"X347+QJ9, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=9194267660949336007&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Lush forested park with  a riverside walkway, suspension bridge & a nature-themed sculpture garden.",places/ChIJEcufPSnWBTsRxy-_bLmZmH8/photos/Ab43m-uq92ts_RNOWzS5N9EXXul8u4LRiTFjb3a9_d-_gUKmeUl_zXY3I5jTCym64CljrHp9OI1Q3wn0HcTonqpAfZc17jUPvGaCDBMhl27QVkLt3B8V3dv0fJO52RF9XG1_0vuD-XM1d_m3Q6zvxaDI0S45yIic-s9eMPnzsd9DYCeGfnOmGqOhjcdo29BsCbh_JebUuy7qWJDnRnqF4I22qU_NGHDlGzrstSP9wHWiQRSXfvFng9K3MTTqk5EEBiSiSuZYhrELxuw6qrsfhiJBloCTlTFFnBsh4cb3PnoEZ0btSYC5XrfYBlc85EPuN7AjHZicQCll0MpsCJYEfa_hSGepIc34SesMnX8okM0ZzmlJwwAMislR_JBgs5c1qYQMOweqPfQorpjJEUTyMX5sWtDgH0M0VLFce58BR883ARFsFr8,10
ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,national_park,4.4,2081,national_park|tourist_attraction|park|point_of_interest|establishment,"Ambasamudram - Papanasam - Upper Dam Rd, Papanasam R.F., Tamil Nadu 627425, India",https://maps.google.com/?cid=14317705285553993679&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Protected forest & big cat habitat with 14 rivers spanning 346 sq. mi., established in 1988.",places/ChIJj5J6tMg2BDsRz7ctSBm1ssY/photos/Ab43m-vqrnjyyLZuvWyhT_M4UQiH5705fYMeCUvJas8zlKs-zBsZZX1yBEOECj-gw8N9-UEBcaJ8EMYf7oOwD569xBwbiKV3fvi0CAS6FRsO8l9XnZOSdN3TE5DvRqefcsIJXvA7M_LmYiFMqsCQTuxAQvsD4k0b1bgjOeoMINpnqfmCnWGmSPne07t6YIwoTECjwngV7bCVpPjcXgpHluuHD5uC0C4mEp_N_sj1d4d6HDxLByDrwyR9Q_oa-pvmx1sg6Q42NTmnI2tHy05zwTCQ4T_CX7uCX8lGdTwG569n5coHpMEnvNIVfU7odCyza0zkwf6r2g7G0-T36Wb_8T9b2Z3VYsLOzihj-ug57PYjSFJfoCUdC-Zd3yuvCn5inGTLK3sLnfD0FbTLRyREEjR441bTe5B9zdH3EXHd0ggF668c3A,10
ChIJKdfVQHx4BjsRaFlls0YJF5k,Deer Park | Thenmala,zoo,3.9,1937,zoo|point_of_interest|establishment,"X382+PW3, Kollam - Thirumangalam Rd, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=11031296011529443688&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJKdfVQHx4BjsRaFlls0YJF5k/photos/Ab43m-vWh9VdWT9x87aSbvZAliu77ep4NJLt0TbQBg7_Vr7jHjY3FXwF1RtFhgUAViCHDNX1bpF6X9fXjqFsiPTGnzMiugzsYIssP3_sYxK2-2I_yGFAnY5unFcQGSaXOiVZ-FbaaT5u6mtLdFz94G23BDuS9TMxdr0GImSGGzo_wydfwoXUmG5y09dWDMX7rryB1iY5SZ_3EGsMPPqRXJi5fqkbrDy0P5Pr8Dry3csET77y3HrTYJkIz3WaOjlGSsGCJ-DN5C7nCbsNaGDwIevMtP_wRvUQIBnKoXwm5xr6tefSlifC8vV73p4xxAcyx7mnmWPo0h2K8Tg2kF0LZRovDAFuKhDfqPPidmmqsrsLGBqhzk5b4hnjpiGVeSiUdUOlg4GbVBlH8HMr6k9VWzKnVKGteFFJJr4y7rCrDdJmU8ktHWc,10
ChIJp799eI9HBDsR3P-8VWdE1GY,Manimutharu WaterFalls,tourist_attraction,4.6,1784,tourist_attraction|point_of_interest|establishment,"JC96+JWX, Manimuthar to Manjolai Road, Singampatti Zamindar Forest, Tamil Nadu 627421, India",https://maps.google.com/?cid=7409622497542078428&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJp799eI9HBDsR3P-8VWdE1GY/photos/Ab43m-sQf4frmcBfxFSDBTXJtMBkb3cmAITvQmZtdnUH81lmF0zJJ3UsBFKXa6v5vWxczNWp4UFeiANLCxdken327z5AdymmI1V7Fmtq5bUnwYBsx5wWK4QgFV8tW2YcEd0RZriy6ugfOKBE0tEZyl_pXBn3ap1cAhSqYYAINzrhnkG7LM0pYbB3WFCoAqVBAEwqGfzHWicHsnN1TVaxnDMex-pCdHHR96Oj0N8tgAGu3Qlxywy_nYa9CFW6-QATZd8Foa-BqPTS-rqY-Bwq9Y__7escX7Yqd7DphL2bTXd1XGyH8sSk0atv-If3D9nJ-Swbm9eDkPaZGN3L82sKgvPx_kDwnxo7x-PnrKYDfzTDVSzgG522cOtZEQBIWrnL-d2zqo7JsnALacCy6vXXSZ0zz7h_x1PMxj5jSREHvvu02bVUUyEh,10
ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,tourist_attraction,4.4,1371,tourist_attraction|point_of_interest|establishment,"35MF+R4C, Aruvappulam, Kerala 689691, India",https://maps.google.com/?cid=14172329743597919999&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,A 400-meter path leads visitors to this large cascade of water with a natural pool for swimming.,places/ChIJ4_X9FJh9BjsR_17bRtA6rsQ/photos/Ab43m-vdUHow8QircV2mp4htlvXDhTA38Ku-QARrMiSx-ibhpRv29rYhaM_qIKK_2IMNBo9Lpaypiwtgi1lGx4UyYnj3Lmgs4xWNQanFB7m_fnHcsbCU3jdA7xuLb3CQO6Txi-I5_BaonVtAp3WjzK__FT1e47-vUUxQ0xDFPoNyRVlFDBtmV-j-HIvhabuSVbXuYVSqR4N6QO1LvJW_MEbSLe3nqbQaxyENGPi-TQGTtfcHkdhXfn0zFrVaugTm8O3aF-TMCmLsB4sXjeqdYL1IDLfERWXT_cHNmyHf5xnLKk09qy5ts-j-TdRDOj5DpcU2cSmIsHGev3RJQInbDyjnPiGR1VrWcjl3as6m3wzS03NVnOdjIZiGT44494uVo7bZPl3Kf77Fgp3vGZJJPjeOBRcZJPA3tncw9xzyR4VNq6hkdQ,10
ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,travel_agency,3.6,1324,travel_agency|transportation_service|service|point_of_interest|establishment,"Shenkottai, Tamil Nadu 627809, India",https://maps.google.com/?cid=14671275288741645118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJLXq4koaBBjsRPotpsyTXmss/photos/Ab43m-s2fClM5sTTHP1w2o7oRr53NkSaOHhQq5Ktm5cNCEs_dj9z8uNNEVEMDEKe-7ZGW3PtVBUkvgf1PirYCsmdnJXPA1UkNVoOeFjcVbcyHLwu2JmWlxNRnjqukIx7ylnwYxUQsLFeYeC-l6isij9MqMtbIORW-VW9X7oGcub8zSrY0NRxi_WSe2foPGhjNeOJenuAoRplCz6V-wgX1a_fRAB9Fl4-gglfZ01oVHZ-PbntFAz84jJiFFqZLzH_v6_SH3hOE_ZJoDqNRxaTUoJQ4791muZr7NSPHB0i4Qx3IpFkjyYs9irkncjhTMEYKPyQWpDvr1wQDLYvnvMsZmzihI9rXDIpI5geKjRSbzLS458dk9m7nV6olWg8KBTIS14uhLL4DyZXG2BB2WuS8izYBcDRGyEv9xkXvybTS2QAK4g,10
ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,tourist_attraction,4.1,1285,tourist_attraction|spa|point_of_interest|establishment,"W7GH+R7H, Courtallam, Tamil Nadu 627802, India",https://maps.google.com/?cid=11977100644833470586&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJ3SL2-ywqBDsReqhmPpQ1N6Y/photos/Ab43m-tZhY0IgEAb0rgcbj4253L25YpLUvPTxXlLzkzrx6e1QoIrsoMDkXgYFy2_6AgP0sIW3FLSUDmt8AQPZyMH_EhNPWZRDQ1wlhgKSMI7Wn4QZtLq1VpnVgszEvMK_yCFbrnusg-0JweR3y2bG_FCwxocBXm7gQzFeypdeZG51ilKID3Ra631YUn7kJ8-E0M7t8KH7NuAn2kOx_QtPPgY2OjxJftJwsbgpiMt-z3NC_gSD8EcpuBkw2rvBPLj-MPHOCOYhk5Kigbqcp3fpdm-3VoQpwvfqOhZVQgX5ZgpXaI6ds9OWe80BVXNvJWH981tSX8o22R8d7lUX7Tma2WSCgIro19QRH4Tmaf1XkKVJcOy27zKhnpdFM17YqCPWL7Mh0H03skbUZ679LS_xPeRRG76sK4tp6nw31uPUfuGRsJQvsNL,10
ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,water_park,4.4,1101,water_park|tourist_attraction|amusement_park|point_of_interest|establishment,"JCWF+38F, Dam, Manimutharu, Singampatti Zamindar Forest, Tamil Nadu 627421, India",https://maps.google.com/?cid=6939591141139818568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,places/ChIJWcTJw2E4BDsRSCgWFmBhTmA/photos/Ab43m-vzPsWRyrnBCyxDeCgMukC8jlM0kRCG9ITXnQxrbWlbQuRBwX0E2lYelTA_GiPh4MAgIQXlZdg0rsc-NesL9c55OAUem2O3gQbj3ZvM_NaW-tXq1Km15rRa86bbHGKwKOCwySssFg1BDwEBf2SLkV6mvp--5Jtqy-UDvKtrRfm8SXwQdJXvnO1TTXLDSLRjTx64kUaS_0mzSzVD-n8YcAAlF8KPYngIRKmQgggUzGLTs0L45gk25hVG7VN1aK8AIgopme4DWHN78NkM40lhUKZX8Wfv2FZk04sEfqj4gxl8od44Jdy7K5HNQfWKAv1mEY2j3oXizOD8QalkI7oNeyhyVI_2CBcCQmgAHuCGG3SUvJnks8LZYGtdIF828XODUXuQweix_cLid_TBPf3O33nKF-yDeuk7WUqvSJ4p9z92Rg,10
