node,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,katz_centrality,pagerank,hits_hub,hits_authority,label,node_type,average_rank
place::ChIJITuH6jEoBDsRU0_yLDXVRqo,0.4716981132075472,0.0021495103893002148,0.5471954819663715,0.0,0.1094918129048241,0.009989105987816793,0.0137821401198712,0.013782140119871196,Anniyan Parai View Point,place,20.625
place::ChIJ59WpP4UpBDsR5oYgTYmyhno,0.49056603773584906,0.11006952737308599,0.5803588445097879,0.0,0.09969665780740775,0.010741151852371802,0.013130917781201503,0.013130917781201498,Temple,place,22.375
place::ChIJ695M_corBDsRnPDPpXIaNdY,0.48427672955974843,0.0770639280312077,0.5704803960926,0.0,0.10044880136085876,0.009940808433196556,0.013197226273001239,0.013197226273001243,Shenbaga Devi Waterfalls,place,22.75
place::ChIJx3oBXj-HBjsRE_nhoTDm7QE,0.48427672955974843,0.006567948411750657,0.5405761817812944,0.0,0.10547655612821634,0.009835093445537698,0.013415707180362458,0.013415707180362462,Erumai Chavadi Waterfalls,place,24.0
place::ChIJq6raASnWBTsRg6MRD__traA,0.46540880503144655,0.008558235809250855,0.5298928580306759,0.0,0.10807467908729383,0.009384121229671574,0.013460795649861683,0.013460795649861692,Thenmala Dam Entrance,place,24.25
place::ChIJ8YVwxCXWBTsRvT3uZ68XOd4,0.46540880503144655,0.0,0.5298928580306759,0.0,0.11392551085595057,0.009718526587584996,0.014000705255908356,0.014000705255908354,Thenmala Dam,place,24.375
place::ChIJ0xaj02V5BjsRnOSAKrKLr0c,0.4716981132075472,0.003761643181275376,0.5319956074673057,0.0,0.10777782666440026,0.009725427160050343,0.013517041212091886,0.013517041212091888,Thenmala Eco Adventure Park,place,24.5
place::ChIJQ96D1M8rBDsRqt6w84FGNmw,0.46540880503144655,0.001817795823050182,0.5384051930994418,0.0,0.10969039997562029,0.009332975393663356,0.013602723440257019,0.013602723440257026,Gundar Public Falls,place,24.625
place::ChIJM0QzRSjWBTsRnN8-I46qXuE,0.46540880503144655,0.0003184459836000318,0.5298928580306759,0.0,0.11011622015188133,0.009513469139494442,0.013650782027501335,0.01365078202750134,Kallada Dam,place,26.5
place::ChIJHfKoNpbtBjsRbySESoZ8Eqc,0.46540880503144655,0.010654671867951063,0.5319956074673057,0.0,0.1065727632182969,0.009146370096335983,0.013287926725158949,0.013287926725158954,Rock view point,place,28.25
place::ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,0.4528301886792453,0.0,0.525736835614749,0.0,0.11379770085894597,0.00920951110409095,0.01385784536124292,0.013857845361242922,Chittraru Check dam,place,29.125
place::ChIJSbdL6FwpBDsRe3ls0A6mwDI,0.46540880503144655,0.005453387469150545,0.534115111879526,0.0,0.10534816619872965,0.009870004264886148,0.013347687508615652,0.013347687508615652,Old Courtallam Falls,place,29.25
place::ChIJs0Wor3DVBTsR3EUyE5eY0po,0.4779874213836478,0.007277817583525731,0.5471954819663715,0.0,0.10022505967848472,0.010634458555749071,0.013177017821220917,0.013177017821220917,Palaruvi Waterfalls,place,29.75
place::ChIJ____vx8uBDsRdy596_hZp7Y,0.46540880503144655,0.00589788498792559,0.55627756465461,0.0,0.10038789161784496,0.01060437429804677,0.013153394094416253,0.01315339409441625,Kadana Nathi Dam,place,31.0
place::ChIJp6hF5x4rBDsRl1Fk7DNCBUg,0.48427672955974843,0.029410571648450803,0.5494380864006598,0.0,0.09781615066409872,0.009645490644454194,0.0127917415355572,0.012791741535557191,View Point,place,31.25
place::ChIJYX7Kl4vtBDsR039NLAJ_YqA,0.46540880503144655,0.0002919088183000291,0.5319956074673057,0.0,0.10784886442997717,0.009240760927739828,0.01341247497297136,0.013412474972971362,Sunset View Point,place,31.75
place::ChIJRYY_rQGBBjsRFzW_3wD1zIc,0.4591194968553459,0.003755008889950375,0.525736835614749,0.0,0.10675483498835792,0.009413718480378705,0.013356972031425704,0.013356972031425707,"Ammaiyar Ootru, Seevanallur",place,32.125
place::ChIJVwjgd1i0BzsRblc5epBLSdk,0.4528301886792453,0.0004776689754000477,0.5278066656762245,0.0,0.11008416014044531,0.008992251571058953,0.013488257390689973,0.013488257390689973,Karikadu View Point,place,32.25
