:START_ID(User),:END_ID(Place),rating,review_text,:TYPE
nitin,ChIJq_30syfHBTsRDN_ppvdu-Qw,5,"Good place spend a weekend… entry for adult is rs:700,  for small kids it free and kids above a certain height is 500.

They have many dry rides and activities. They have restaurant and many small shops.
There is not dress code, noticed many wearing cotton cloths into water rides .",REVIEWED
gayathri,ChIJq_30syfHBTsRDN_ppvdu-Qw,3,"A decent park for kids in the age group 5-14 yrs.          .............
Though not much rides...         There is enough rides to spent a day.......                     Besides rides.         There are jungle safari, mirror house, 5D show that kids will certainly enjoy. Recommended for those who have never visited any other amusement park earlier. Biriyani in the food court is not that good.. meals was fine..",REVIEWED
dr_p_j_george,ChIJVwjgd1i0BzsRblc5epBLSdk,4,"Beautiful spot on the way to Vagamon from Erattupetta. It is a sharp curve at the top of s tall hill after Vellikulam. It is always full of tourists and most of the time you can see a long line of tourist vehicles parked at the on the side of the road. There are a few vendors and shops selling ice creams, snacks and tea. If you get down there and stand by the railing on the side, you can have a good view of the mountains on the other side and the valleys down below.",REVIEWED
prajjawal_sharma,ChIJVwjgd1i0BzsRblc5epBLSdk,5,"This view point is on the way to Vagamon. It offers stunning view, a good photo point and booth, quick snacks and small merchant stalls! It is a good point to have a break from the drive!",REVIEWED
govardhan_s,ChIJVwjgd1i0BzsRblc5epBLSdk,5,"Suprb view, on good weather and weekends its almost packed and it’s difficult to park vehicle here… but view is great",REVIEWED
viswas_koundinyan_g,ChIJVwjgd1i0BzsRblc5epBLSdk,3,This place have a nice view of ranges of mountains. There is a decent space for parking. There is a big sculpture of Panther and a mud road trail leading downhill. Not sure about its route. Have few shops nearby. Nothing much.,REVIEWED
sreekrishnan_a_s,ChIJVwjgd1i0BzsRblc5epBLSdk,5,"Karikadu View Point offers spectacular sights that truly captivate the soul. 🏞️ The panoramic views are breathtaking, especially at sunset. I highly recommend visiting for a peaceful escape and stunning photo opportunities. 🌅 A truly memorable experience! ✨",REVIEWED
seenivasan_ramasamy,ChIJKxkbwjYqBDsRm9JusPV_SjQ,1,"I paid car parking Rs.70.
But that guy collecting car parking fees says payment of Rs.50 is OK,  but ticket won't be issued!!!!.
I demanded for ticket.

Crowd is moderate compared to other falls. Falls is nice.",REVIEWED
journey_with_dds___vlog,ChIJKxkbwjYqBDsRm9JusPV_SjQ,5,Cool and calm place. Greenary everywhere. Be careful monkey there. Entry 10 rupees each person. Nice waterflow with less crowd. Overall enjoyed.,REVIEWED
thangavelu_arun_kumar,ChIJKxkbwjYqBDsRm9JusPV_SjQ,4,"Not much crowd. Seperate place for gents and ladies. Water force is less, good for children's. Around 50 steps to be climbed to reach the falls, for very olad age people may not be suitable.",REVIEWED
ganesan_t,ChIJKxkbwjYqBDsRm9JusPV_SjQ,4,"Very refreshing it was. At the time I was going, there wasn't a lot of crowd. This place doesn't have lockers so you have to keep your things in a safe place. The entrance fee is rs.6 per head. They have dress changing rooms for women. There is seperate places for men and women to bath. But the only drawback of the place is that it's a small place compared to other falls in courtallam.",REVIEWED
travel_paithiyam,ChIJKxkbwjYqBDsRm9JusPV_SjQ,4,"It is Located Near the Kutralam Main Falls and Has an Entry Fees ₹6/- Per Person and Need to Walk For 500M To Reach The Waterfalls, A Pretty Small Waterfalls and Above The Falls is Full of Reserved Forest Area.

🚫 Shenbagadevi Amman Temple and Waterfalls - Located Above The Sitraruvi Since it Comes Under Reserved Forest Area We Need Permission to Reach it and Thenaruvi / Honey Falls 🚫 - This Falls is Banned and is Located Above Shenbagdevi Falls!",REVIEWED
kader_sulaiman,ChIJ5U3FUsN6BzsRXLUT1A2krkE,5,"If you are looking for stunning natural views, this is the place to be. Unlike the main Kodai lake, Mannavanur is incredibly peaceful and feels like a scene straight out of a movie. The emerald green grass and rolling meadows are breathtaking, and seeing the sheep grazing makes it feel like the Swiss Alps. The drive from Kodaikanal is just as beautiful, passing through pine and eucalyptus forests. Perfect for a quiet picnic or just to sit and soak in the fresh mountain air. A must-visit for anyone who loves raw, untouched nature!""",REVIEWED
aishu_v,ChIJ5U3FUsN6BzsRXLUT1A2krkE,5,"This lake is the most beautiful and memorable as part of our Kodaikenal trip. There are various activities that can be done here, we did theppa ride, it was amazing. This is such a calm, soothing, serene place. We would love to visit again.",REVIEWED
sahil_m,ChIJ5U3FUsN6BzsRXLUT1A2krkE,4,"Visited Mannavanur Lake and was completely amazed by its scenic beauty.
The landscape is absolutely beautiful and calming, making it a perfect place to relax and unwind.
The surroundings are peaceful, and the views are truly mind-blowing. A wonderful spot for nature lovers and anyone looking to enjoy a serene experience.
Highly recommended!",REVIEWED
somnath_m,ChIJ5U3FUsN6BzsRXLUT1A2krkE,5,"Mannavanur Lake is one of the best site to visit if you’re planning to visit Kodaikanal. Normally this places is fills with crowd but if you ever get a luck to be there alone would be the best time you can spend.
It’s very quiet, peaceful and beautiful sight created by Mother Nature 🌳",REVIEWED
nomadic_shutter,ChIJ5U3FUsN6BzsRXLUT1A2krkE,5,"Mannavanur Lake is a peaceful paradise surrounded by lush green meadows 🌿🏔️ and misty hills 🌫️✨. The calm waters and open landscape create a refreshing and relaxing atmosphere 🌊🍃.

It’s less crowded compared to other tourist spots, making it perfect for a quiet walk 🚶‍♂️, photography 📷, or spending quality time with family and friends 👨‍👩‍👧‍👦.

The cool breeze and scenic beauty make it a must-visit place near Kodaikanal 💚🌄",REVIEWED
premz_view,ChIJr_DnasZDBDsRdHpzZHl96h0,3,"Thalaiyanai waterfalls is inside Kalakad Mundanthurai Tiger Reserve (KMTR). “Thalaiyanai” in Tamil means pillow, The rock formation at the falls resembles a giant stone pillow. Originates from deep inside untouched forest, no human settlements upstream. Fed by perennial streams of the Western Ghats. The water is  crystal-clear, cool, and fresh, even in summer.🤩

Entry to the waterfalls area is regulated by Forest department at the entrance/check post. They check for disposable plastic items/carry bags/water bottles. Entry ticket needs to be purchased at the counter within 100 meters. Adults Rs. 40 and Kids Rs.30

The roads are in very bad condition from the entrance to the falls (parking lot area). There is no proper management of parking area as well, had to keep moving the vehicle since few parked/blocked our vehicles even though we properly parked and wasted 20-30 minutes.😠

There is a restaurant building, at least the board, near the parking area which is not serving food. They are not allowing people to have the packed food also there (to evade the monkey menace). But selectively allow people inside. 🙁

There is a not so-maintained children's play area with equipments for name sake. ☹️

Good thing is there are averagely maintained toilets and dress changing rooms. No place to keep the bags, clothes and valuables, people just keep it on the banks. 🥸

Actually there is no natural falls at this place, 😜water falls on a concrete retaining wall. But the good thing is, wall makes it like a small pool for kids and adults to get in water without fear, the river sand also makes it easy to walk, the clear water gives a confidence to move around for all. Just need to be cautious while moving around / near rocks.

Can easily spend an hour playing in the river/water with family and friends.😎

There can be closed spaces for people to have their packed food. Thrash cans can be kept at few places. There is a lot of room for improving the overall experience of visiting the place. 🙏",REVIEWED
shamini_kiruba,ChIJr_DnasZDBDsRdHpzZHl96h0,3,"Nice place to visit with family and kids. Entry will be permitted till 4pm only. There will be monkeys. Plastics and snacks won't be permitted inside the checkpost. There is a small park. But equipments are not maintained well. Dress change room and a toilet is there. But toilet tap was not working and so not felt hygienic. Otherwise, children will enjoy there in water and in the park area.",REVIEWED
praveen_gopalan,ChIJr_DnasZDBDsRdHpzZHl96h0,5,Excellent place. Family picnic spot. Safe place. There were forest guards available always for any emergency. The road is little bumpy. Overall a great place to visit in and around Tirunelveli area.,REVIEWED
lithisha,ChIJr_DnasZDBDsRdHpzZHl96h0,5,"Thalaiyanai River Falls is a hidden gem nestled in the forest, offering a peaceful and unpolluted natural escape. With 0% pollution and 100% pure water, it’s the perfect spot for nature lovers. The water is crystal clear and refreshing, making it an ideal place for bathing and relaxation. A must-visit for anyone seeking serenity and scenic beauty! 💧🌿💯",REVIEWED
suresh_perumal,ChIJr_DnasZDBDsRdHpzZHl96h0,4,Nice Place... We can Enjoy with our Family.. Safest place to swimming  and Bathing. Security guard always protect us. Very neat  and clean. Childrens Park available.. each person  entrance tickets is there.  Per head 50Rs... Environment is look like is good. Wedding photography can taken here. Monkeys and Tiger available in the forest...Drinks and food not allowed in this place. Firring side road not good. Have to make Road properly. Thank you 😊 🙏,REVIEWED
jeyaram_d,ChIJYX7Kl4vtBDsR039NLAJ_YqA,4,we see both sun rise and sun set at Kanyakumari only in India. Sun rise is in Bay of Bengal and the sun set is in Arabian ocean. Sun set point is very very useful to the public who are travel all along from all over India and some foreigners also. Sun set is also seen in the top of view tower constructed and maintained by TTDC at a cost of Rs.15/- per adult and Rs.5/- for children as entrance fee. Very Good to see the sun set.,REVIEWED
jai_prakash_nain,ChIJYX7Kl4vtBDsR039NLAJ_YqA,4,"Sunset at Kanyakumari is truly a unique experience. The way the sun sets into the sea, spreading golden and orange shades across the sky, is mesmerizing. The cool sea breeze and sound of waves make it even better. It’s crowded, but still worth it because the view is unforgettable. Easily one of the highlights of my trip.",REVIEWED
krishnamurthy_i,ChIJYX7Kl4vtBDsR039NLAJ_YqA,4,Myself and a group of tourists went by a bus. We have to walk 10 to 15 minutes to go near sun set view point to have a clear view of sun set. While walking towarda the sun set view point itself we can view sun set- watching sun set from the point at Kanyakumari is a pleasant experience. Ofcourse the weather also co0operated on that day.,REVIEWED
prakash_photography_tvmalai,ChIJYX7Kl4vtBDsR039NLAJ_YqA,5,"2025 end  Kanyakumari shots, a wonderful time and beautiful shots, excellent admospier, Prakash Photography Tiruvannamalai",REVIEWED
abhishek_yadav,ChIJYX7Kl4vtBDsR039NLAJ_YqA,5,10/10 experience in lifetime.   There was some cleanliness issue otherwise it was awesome.,REVIEWED
sathya_raghu,ChIJp799eI9HBDsR3P-8VWdE1GY,5,"Beautiful waterfalls and must visit. Most of the travel agency/traveler cabs won't take you to this place since we need to go seperately to cover this place. Ensure you have this waterfalls included in itenary as well while visiting Papanasam and agasthiyar falls. We can cover Agasthiyar falls and Manimutharu falls on the same day (Cover Coutralam as well depending upon how much you want to cover for the day)

It's maintained very neat and clean. Have separate bathing and dress changing area for women. Very easy to go as well. Just need to walk for 100 meters from parking area. Ensure you don't have any eatables and plastics since it's prohibited and the security will keep it and return while coming back(Due to forest area)

Overall pretty good experience and must visit place.",REVIEWED
karthik_velmurugan,ChIJp799eI9HBDsR3P-8VWdE1GY,5,"The fall is a hidden gem that offers a delightful experience for nature enthusiasts. The water is exceptionally fresh and tastes fantastic. The area is well-maintained, ensuring a pleasant visit for all. There's a dedicated space for men's and women's bathing at the falls, which adds to the convenience. The road leading to the falls is nice and provides a scenic drive through the forest, enhancing the overall experience with a touch of adventure. It's a perfect spot to enjoy the beauty of nature while having a refreshing time. 🌿🚗💧",REVIEWED
kaarthikeyan,ChIJp799eI9HBDsR3P-8VWdE1GY,5,"Such a calm and amazing place to have nature bath.Bathing in this falls was an unforgettable experience! The cool, crystal-clear water felt incredibly refreshing and rejuvenating. Surrounded by lush greenery and the soothing sound of rushing water, it was pure peace and natural beauty. The atmosphere was both calming and energizing at the same time. It’s a magical spot that connects you deeply with nature — truly a must-visit!",REVIEWED
jose_wesley,ChIJp799eI9HBDsR3P-8VWdE1GY,5,"A beautiful place which is not maintained properly. Park looks like graveyard. Government could have taken steps to maintain it properly. Proper checking has been done before entering the falls which was appreciable. If everything is maintained well,it will be one of the best tourist spot in Tirunelveli .",REVIEWED
sabari_nathan,ChIJp799eI9HBDsR3P-8VWdE1GY,5,"Hidden Gem Near Coutralam Falls! 🌿💦

Wow! What a lovely and beautiful place to enjoy. Located just 40 km away from Coutralam Falls, this mesmerizing spot is far less crowded, making it a peaceful escape.

Though the waterfall here is smaller in height, the force of the water is incredible—you literally can’t stand against it! It pushes you right off your spot, which makes it super fun, especially when you're with a group of friends. 🎉

Right next to the falls, you’ll find a dam, which is quite rare to witness together. I’ve never seen a dam and waterfall side by side like this—it’s truly a unique experience!

They’ve thoughtfully provided separate dress changing rooms for ladies, ensuring privacy and safety. 👍

The same road also leads to Manjolai, which is a restricted forest area where entry is not allowed without special permission.

This entire place is under the control of the Forest Department, and there are strict security checks. Carrying snacks, food, or drinks is not allowed—if you bring any, they’ll be taken at the check post and returned to you on the way back.

📅 Best time to visit: June to August, when the falls are at their best.

If you like my review. Please do click like button.

Thanks,
Sabarinathan C",REVIEWED
jenifer_julie,ChIJTw4-HQspBDsRxSA2_-hlNbo,5,Yesterday we celebrated my husband's birthday at Thrill Park. It was a wonderful experience. The ambience was very nice . The staff were very friendly and supportive. The service was really good and everything was well organized. We truly enjoyed every moment there. Thank you for making his birthday so special and memorable. Highly recommended for celebrations🥳,REVIEWED
nazeer_hussain__ஒண_ட_ப_ல,ChIJTw4-HQspBDsRxSA2_-hlNbo,5,"Nice Experience, Yesterday we enjoyed lot, and Especially Surprised Birthday Celebrations was Memorable one, Superb arrangements. We all are Happy.
Thanks to Thrill park and His entire team.",REVIEWED
praise_by_andria_gracious,ChIJTw4-HQspBDsRxSA2_-hlNbo,5,"We had an amazing birthday celebration at Thrill park yesterday.  Planned for a surprise birthday celebration for my husband.  Just shared my inputs only through phone to the Thrill park admin.  The party was top notch.  Everything was set up perfect.  Being a chennaite , was stunned to see such arrangements in a small village. We were a group of 14 members and enjoyed to the core.  Our kids had an amazing time enjoying the adventure rides..it's very light on your pocket.  Our kids enjoyed an amazing DJ which was offered as compliment.  Best place. Best environment.  Friendly staffs.must visit",REVIEWED
surya_k,ChIJTw4-HQspBDsRxSA2_-hlNbo,5,"Such an amazing adventure park. I have visited twice. Adventure games are excellent with trained staffs , impeccable safety and very good ambience. Perfect place for adventure lovers. All rides are impressive, catering for all ages groups and thrill levels.Enjoyed the evening with Dj-dinner & celebrated our wedding anniversary.",REVIEWED
arunkumar_thangasamy,ChIJTw4-HQspBDsRxSA2_-hlNbo,5,"*""What a Thrill! 🎉""*: ""We had an amazing time celebrating my son's birthday at Thrill Park! The rides were exhilarating, and the staff were super friendly, they made our day unforgettable, thanks to the team for arranging such and wonderful birthday party ….🎉",REVIEWED
rakesh_s,ChIJx3oBXj-HBjsRE_nhoTDm7QE,4,Nice falls. Not crowded. Parking area is there but you  have to pay for it(affordable). You can have oil massage here. The route to this place is having beautiful sceneries of mountains,REVIEWED
046_venkatesh_m_k,ChIJx3oBXj-HBjsRE_nhoTDm7QE,4,Best places in courtallam tourism this place is very good but this is a private falls first we allowed to pay them ₹200 rupees and then we go to enjoy the falls this located in tamilnadu and Kerala between also this falls in forest so little adventure place the water is crystal clear water 💧 we very enjoyable but little bit disappointed with the falls owner some money paying issue,REVIEWED
vinoth_kumar,ChIJx3oBXj-HBjsRE_nhoTDm7QE,5,Early Stage it's a wonderful waterfall.. And now some unknown persons Collecting money who bath in falls.. Otherwise it's a good thing 👍,REVIEWED
athul_jeev,ChIJx3oBXj-HBjsRE_nhoTDm7QE,2,It's a private waterfall. They charged Rs 100 for entry. No tickets were given. The waterfall is not even worth half the price they charge.  Highly disappointing. Try other nearby waterfalls.,REVIEWED
suresh_jesu,ChIJx3oBXj-HBjsRE_nhoTDm7QE,5,"Best Place to visit with family and friends during this lockdown. We are not allowed to visit Main falls and Five falls, so we visited this place.

All are private falls, so safety and privacy assured. They charged 400 for my car. Spent almost 5 hours there.

If you are planning for full day trip , plan your food accordingly.",REVIEWED
kathiravan_piramuthu,ChIJGdrFgPSFBjsRhm_nL3wfsO8,4,Very nice place with cool climate,REVIEWED
sakthi_prabhu,ChIJGdrFgPSFBjsRhm_nL3wfsO8,5,"Great experience, hope our root still fixed here",REVIEWED
abdul_rahman,ChIJGdrFgPSFBjsRhm_nL3wfsO8,5,"So Beautiful 😍

At a distance of 27 km from Tenkasi, the Karuppanadhi Dam is an earthen dam located at Chokkampatti, in the Tirunelveli district of Tamil Nadu. It is one of the important dams in Tamilnadu, and among the top tourist places near Tenkasi.

Located at the foothills of Western Ghats, the Karuppanadhi Dam was built across the Karuppanadhi River. The river Karuppanathi is a branch of Tamirabarani. It originates at an altitude of 5870 feet falls in the Krishnapuram village of Kadayanallur taluk, in Tamil Nadu. The dam construction was started in 1971 and was completed in the year of 1977.

The dam is 34m in height above the lowest foundation, and the length of the dam is 899 m. The volume content of the dam is about 10 million cubics. It has two sluice gates. It provides water for irrigation to the region of Kadayanallur Taluk. The best time to visit the dam is during the monsoon season when the dam is full and the gates are opened which is a sight to behold.",REVIEWED
arunprasath_m,ChIJGdrFgPSFBjsRhm_nL3wfsO8,4,"Nice place to visit, beautiful nature, but cops not allowing to see dam.",REVIEWED
dr__ramamoorthy_ramu,ChIJGdrFgPSFBjsRhm_nL3wfsO8,5,It's wonderful place in tenkasi District.,REVIEWED
anoop_kamal,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,5,"I had a nice experience visiting Thenmala with my brother. We selected the leisure ticket, which allows you to walk around the park. Inside, you can see monkeys, flowers, wild squirrels, sculptures, and views of the Kallada Dam in the area.
There are many packages available in Thenmala, so make sure to check before you go. Activities like trekking, adventure activities, and boating are also available. It’s a really nice place to visit and enjoy nature.",REVIEWED
dark_wizard,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,5,"Spent the day at the Thenmala Leisure Zone and it was a great experience. The entire place has such a serene beauty that really helps your mind feel calm. I loved the walk through the trees; they’ve placed benches quite thoughtfully so you can actually sit back and enjoy the silence. There’s plenty of wildlife too—lots of birds, butterflies, and the monkeys near the Thookkupalam made the visit pretty interesting. It’s a solid spot to visit with family or friends if you’re a nature lover looking for some peace",REVIEWED
anfas_salim,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,5,"Visiting Thenmala Ecotourism was an unforgettable experience — truly one of the finest places I have visited in Kerala. Nestled amidst the lush greenery of the Western Ghats, the setting feels calm, serene and beautifully natural. The air is fresh, the surroundings silent, and you immediately sense how far removed you are from city life.

The scenic beauty of the forest, the tranquil waters of the reservoir, and the harmonious blend of nature and thoughtful eco-tourism make Thenmala a perfect escape. There are plenty of adventures on offer if you choose — from gentle treks and boating to exploring forest trails and wildlife zones — yet there are also quiet corners where you can simply sit back and soak in the peace.

Whether you are a nature lover, an adventure seeker or someone just longing for rest and quiet, Thenmala delivers. It’s a place where nature’s beauty and tranquility meet thoughtful design — ideal for a rejuvenating getaway.

Highly recommended for anyone looking to unwind, reconnect with nature and enjoy a beautifully calm retreat.",REVIEWED
sree_kumar_a,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,4,"A good destination to plan a day out with family. It has multiple facilities to keep us engaged for a full day. They have a car parking facility which can accommodate few cars. However parking would not be problem as cars can parked even by the roadside. The ticket rates are reasonable, and they accept UPI transactions. They have a children's park and butterfly park, which would be of interest to the children. A toy train is also available. The deer rehabilitation centre and leisure zone with dam view provides a nature walk. Few activities including boating, roap climbing, shooting, roap way, are available in the adventure zone.

Few shops are available near the ticket counter which sell essentials like water, snacks etc. A restaurant is also available inside the campus.

Though enormous area is available, a serious lack of proper maintenance or adequate upgradation was felt.

Overall it was a very refreshing experience.",REVIEWED
g_t_g,ChIJ0c7lGSrWBTsRkBSbPcVBkXY,4,"Thenmala Ecotourism offers a variety of activities for visitors. There is an entry fee, and each activity requires an additional charge. At the ticket counter, we were informed that the butterfly park currently has very few butterflies, so we decided to skip it. We then visited the children’s park, which has a toy train for kids available for an extra fee. Unfortunately, the park was not well maintained — many sculptures were damaged, the paint was fading, and several installations were in poor condition.

The musical fountain, however, was pleasant and stood out as one of the better attractions. Overall, the place has great potential but would benefit significantly from better maintenance and upkeep.",REVIEWED
arjuka,ChIJITuH6jEoBDsRU0_yLDXVRqo,4,"The view from the top is absolutely stunning, featuring lush green paddy fields and a magical sunset in the evening. It is a wonderfully peaceful, uncrowded spot, perfect for relaxing and enjoying the incredibly strong and refreshing wind. The site also features a unique touch, a few large rocks painted with the faces of Tamil film actors, which felt like a charming mini-tribute to Kollywood. Overall, it’s a great spot for anyone who loves nature, movies, and a calm vibe.",REVIEWED
shibu_shibs,ChIJITuH6jEoBDsRU0_yLDXVRqo,3,"Anniyan Para View Point is a beautiful and peaceful place with a stunning view of the surrounding paddy fields. The scenery is calm and refreshing, making it a great spot for nature lovers and photography. The viewpoint offers a wide, open landscape that feels untouched and serene.

However, visitors should be aware that there are no shops or facilities nearby, so it is important to carry enough drinking water and essentials in advance. Also, unfortunately, broken liquor bottles are scattered in some areas, which can be dangerous. Please be careful while walking, especially if you are visiting with children.

Overall, it is a lovely place to enjoy nature, but visitors should come prepared and be cautious to ensure a safe and pleasant experience.",REVIEWED
anilkumar_mk,ChIJITuH6jEoBDsRU0_yLDXVRqo,5,"Anniyan Parai View Point near Tenkasi, town in Tamil Nadu, is famous by its name after the film annyan shooted here. It is a scenic location known for beatiful atmosphere. Nestled in the foothills of the Western Ghats, this viewpoint  experience nature’s beauty in its purest form. The area is surrounded by lush greenery, rolling hills, and picturesque landscapes, and agricultural land",REVIEWED
adv__a_v_avijith,ChIJITuH6jEoBDsRU0_yLDXVRqo,5,"The view from the top is just stunning, you can see the  lush green paddy fields and in the evening the sunset was magical. ✨

There are a few big rocks painted with Tamil film actors’ faces , felt like a mini tribute to Kollywood.
It’s a peaceful place, not crowded at all, which made it perfect for relaxing and just sitting quietly. The wind was super strong and refreshing!

Only downside is there’s no proper sitting area or shops around, so carry water. And yeah, saw some broken glass here and there — people really need to stop littering. 😐

But overall, a great spot if you love nature, movies, and calm vibes.",REVIEWED
shibin_s_s,ChIJITuH6jEoBDsRU0_yLDXVRqo,4,Nice place for site seeing.. can experience the natural beauty of paddy fields and lake.,REVIEWED
abdul_ajeeze,ChIJmUq4_BaHBjsR_okcte-TvjE,4,"Good experience and everyone must try one time,  zipline and rain dance was most liked for me. Especially family with kids can enjoy one day spending here. However you need to book in advance for jeep safari.",REVIEWED
world_of_mathematics,ChIJmUq4_BaHBjsR_okcte-TvjE,5,"It's a good experience I had their. All rides and games are super. My child enjoy very much and she is too happy. The staffs of this amusement park are so kind and helpful. A staff meena had a guided us. She is very good and polite.feel to be happy to visit this amusement park. Also take combo offer while visiting there .
Thank you for the team work and making our day beautiful 😍",REVIEWED
saravanan_v,ChIJmUq4_BaHBjsR_okcte-TvjE,4,"This park is budget oriented, family based, simple & neat place . Our children's are really enjoyed for this every ride.",REVIEWED
kasi_rajan,ChIJmUq4_BaHBjsR_okcte-TvjE,5,This place is very nice.. full day enjoyed my family.. my favorite and best experience game for land zorbing  and  adventure game  human gyro  vera level 😍,REVIEWED
maragatham_j,ChIJmUq4_BaHBjsR_okcte-TvjE,5,The arrangement was too good. All staff takes care of our children well. Food was delicious. Games was very interesting and more thrilled. All staff engaged well. They spent their whole days with us with their smiling faces. All staff takes care of our children very well. Hospitality was very good and it was appreciated. The price was too affordable.  Overall it is a fun filled trip for us.,REVIEWED
nithish_narayanan,ChIJEcufPSnWBTsRxy-_bLmZmH8,5,"You can see all the sculptures which is like a bit of trek with prosperly layed out stones or can just go straight and enjoy the dam / hanging bridge view .
Ticket has to be bought in ecotourism office",REVIEWED
aswin_maxwrist,ChIJEcufPSnWBTsRxy-_bLmZmH8,4,"Was a bit skeptical while buying ticket as if its a waste of time then our other plans wouldn't happen. But trust me its worth visiting. May take around 30m to walk and c the entire place. The hanging bridge is the highlight but even the sculptures, forest like ambiance and i was able to spot a mountain squirrel and forest hen as well.",REVIEWED
govind_k,ChIJEcufPSnWBTsRxy-_bLmZmH8,5,"We have to take the tickets at thenmala ecotourism spot.
They place is good for walks with family and friends.
The geenery and the river flowing from dam alongside the walkway is good spot for relaxing.
The hanging bridge is also good spot, only things is only 5 people are allowed at a time on the bridge. So can expect wait time sometimes.",REVIEWED
beryl_rose,ChIJEcufPSnWBTsRxy-_bLmZmH8,3,"The place has a lot of monkeys. very few staff. There are a lot of sculptures most of which are dinosaurs. It's a small trek. You can see a lot of plants, flowers and bamboos. A nice view of the dam is offered. One side of the bridge is closed and has nothing to offer, which is disappointing. The condition of some structures are concerning.

If you are for a small nature walk, this place is perfect. Else its not worth it.",REVIEWED
sivashankar_r,ChIJEcufPSnWBTsRxy-_bLmZmH8,5,It's a quiet beautiful scenic place. Relaxing for hours is guaranteed. No plastic or polythene waste is seen . Highly near and clean. Long walk in the garden. Dam view. Sculptures was amazing and thrilling in the middle of trees. We plan this as a last location of the days trip . As we r tired we enjoyed the refresment what we absolutely need after a long walk day around other activities.,REVIEWED
divya_krishnan,ChIJj5J6tMg2BDsRz7ctSBm1ssY,5,"If u want to get away from the noise and pollution of city, this is the right place to go. The air is absolutely pure which will keep u energetic throughout the day. The food is a awesome homemade. Safari and trekking are the best timepass. Jus to get lost in woods with no 📲 no 📺. Don't think twice",REVIEWED
david_viniston,ChIJj5J6tMg2BDsRz7ctSBm1ssY,5,"“காடும் காற்றும் குரலாய் பேசும் கலக்காடு — where silence roars in green”
Visited during post-monsoon — the forest was lush, alive, and cinematic.
Spotted peacocks, langurs, and wild boars — no tiger, but the thrill was real.
Trekking through tribal villages and misty trails felt like walking through a nature poem.
The sanctuary’s biodiversity is unmatched — birdsong, waterfalls, and green tunnels.
Perfect for family trips, drone creators, and poetic souls.
💬 Review by David Viniston",REVIEWED
ramesh_sundarrajan,ChIJj5J6tMg2BDsRz7ctSBm1ssY,4,"Spent 2 nights absolutely off the grid in very lush and tranquil environ. Safari and trekking were good options to enjoy. The amenities were basic but well handled by a very efficient team. Food, locally prepared was very enjoyable. One suggestion: acco maintenance should get better attention from the forest department.",REVIEWED
prakash_kumar,ChIJj5J6tMg2BDsRz7ctSBm1ssY,5,"Large spread across jungle.. Not so famous..
Borders TN and KL..
Their jungle jeep safari is good, takes you to dam and a view point...",REVIEWED
senthil_kumar,ChIJj5J6tMg2BDsRz7ctSBm1ssY,3,"This place is worth a visit. But don't choose for a stay in Mundanthurai Stay. The place is not dense forest or anything to get a forest stay experience. So it's not worth the money spent in the room.

The forest officers were so kind and the food was awesome also for affordable price.",REVIEWED
srivenkatbabu_sinnasami,ChIJWcTJw2E4BDsRSCgWFmBhTmA,5,Best place to enjoy the waterfall.  U have to drive for 10 min from checkpost.  Few parking place but always not crowded.  Changing room is also good for ladies compare to other area as per my wife.,REVIEWED
shyam_sundar,ChIJWcTJw2E4BDsRSCgWFmBhTmA,2,"Too much of crowd , too much of vehicles, no proper crowd and traffic management. Better to visit during week days than weekend",REVIEWED
yuva_ranjitha,ChIJWcTJw2E4BDsRSCgWFmBhTmA,5,U can go to the falls first next dam. Beautiful place. It's a prodigious dam. It's also a less crowded place. U can dive in nature and pure air.,REVIEWED
vinoth_kumar,ChIJWcTJw2E4BDsRSCgWFmBhTmA,5,"If you're looking for a stunning natural site seeing location, then this place is for you! Located in a picturesque setting, this spot offers breathtaking views of the surrounding hills and valleys.

The dam outlet is a great place to relax and enjoy the scenic beauty of the area. You can take a leisurely walk around the dam and enjoy the view from various angles.

The water flowing out of the dam creates a mesmerizing sight, and you can spend hours just admiring the natural beauty around you.

The best part about the place is that it's easily accessible by road, making it a convenient day trip destination. Whether you're a nature lover or just looking for a peaceful escape from the hustle and bustle of city life, this place has something for everyone.

Overall, I highly recommend visiting for its stunning view and serene atmosphere. It's definitely one of the most beautiful places I've visited in the area, and I'm sure you'll love it too!",REVIEWED
kumaresan_lakshmanan,ChIJWcTJw2E4BDsRSCgWFmBhTmA,4,"One of the best place for nature lovers. Waterfall, Check dam, forest ride, beautiful small temple near to forest have to do small treak to reach the temple. Amazing.",REVIEWED
ச_ர_ந_தர__க_ம_ர,ChIJyynNh8AqBDsRiwzRqzGp6EU,5,Recently we took Best picture in between the dam centre. We went sunset time' wow it's was mind blowing treatment for my heart and eye's,REVIEWED
shotsby_senthil,ChIJyynNh8AqBDsRiwzRqzGp6EU,5,"Nice vibe place , car parking available,  walk like bit to reach the dam .. boating available in this place , min speed boat , per boat 15 members i think , 50 or 100 rs not reminding, it take 20-30mins ride .. nice experience ve can see some birds..",REVIEWED
